cluster,cluster_name,method_a,method_b,fraction,mean_iou,median_iou,mean_overlap_fraction,mean_score_drop_a,mean_score_drop_b,n_samples,n_datasets
0,High-frequency / high-curvature,feature_ablation,mrsqm,0.05,0.03125,0.0,0.03125,0.17843566310768694,0.02138409929985358,160,8
0,High-frequency / high-curvature,feature_ablation,mrsqm,0.1,0.11025641025641027,0.0,0.11856617647058823,0.2142049414237906,0.05818627708025097,160,8
0,High-frequency / high-curvature,feature_ablation,mrsqm,0.2,0.1781135531135531,0.0,0.20232843137254902,0.22128396092329933,0.11505568299868403,160,8
0,High-frequency / high-curvature,feature_ablation,tshap_centroid,0.05,0.1490172713442714,0.0,0.1840810429106662,0.17843566310768694,0.19993095763601204,160,8
0,High-frequency / high-curvature,feature_ablation,tshap_centroid,0.1,0.20173913033170554,0.0,0.24261592633628792,0.2142049414237906,0.19958904438518693,160,8
0,High-frequency / high-curvature,feature_ablation,tshap_centroid,0.2,0.2800368832114667,0.0,0.3274737722714657,0.22128396092329933,0.2038241691417447,160,8
0,High-frequency / high-curvature,feature_ablation,tshap_train,0.05,0.11731858767798557,0.0,0.1398857788900597,0.17843566310768694,0.19660137046634077,160,8
0,High-frequency / high-curvature,feature_ablation,tshap_train,0.1,0.15446775491780057,0.0,0.18746917248634615,0.2142049414237906,0.2728635309800668,160,8
0,High-frequency / high-curvature,feature_ablation,tshap_train,0.2,0.22594101789733206,0.0,0.27768373119795864,0.22128396092329933,0.32712867163847525,160,8
0,High-frequency / high-curvature,feature_ablation,tshap_zero,0.05,0.081229163106222,0.0,0.09684684170471843,0.17843566310768694,0.1421733666239693,160,8
0,High-frequency / high-curvature,feature_ablation,tshap_zero,0.1,0.11504784950389227,0.0,0.13941409817351597,0.2142049414237906,0.22691470080275375,160,8
0,High-frequency / high-curvature,feature_ablation,tshap_zero,0.2,0.1846538929867964,0.0,0.23383158882845376,0.22128396092329933,0.22950340256891283,160,8
0,High-frequency / high-curvature,hydra,feature_ablation,0.05,0.19925807963834985,0.0,0.24397610057370334,0.1292563995462032,0.17843566310768694,160,8
0,High-frequency / high-curvature,hydra,feature_ablation,0.1,0.19125873119712736,0.0,0.23337094301190797,0.06673894677754369,0.2142049414237906,160,8
0,High-frequency / high-curvature,hydra,feature_ablation,0.2,0.28709210518328365,0.0404062870699881,0.341698343349897,0.13950772551678217,0.22128396092329933,160,8
0,High-frequency / high-curvature,hydra,mrsqm,0.05,0.017914324675887723,0.0,0.025620653319283454,0.1292563995462032,0.02138409929985358,160,8
0,High-frequency / high-curvature,hydra,mrsqm,0.1,0.14090851528508858,0.0,0.16665300161160354,0.06673894677754369,0.05818627708025097,160,8
0,High-frequency / high-curvature,hydra,mrsqm,0.2,0.2406510201486916,0.0,0.26819051895872503,0.13950772551678217,0.11505568299868403,160,8
0,High-frequency / high-curvature,hydra,shapley_sampling,0.05,0.142394010013477,0.0,0.17667054501814777,0.1292563995462032,0.10101566496034549,160,8
0,High-frequency / high-curvature,hydra,shapley_sampling,0.1,0.18454706611540633,0.0,0.2275574077804638,0.06673894677754369,0.19266202475629046,160,8
0,High-frequency / high-curvature,hydra,shapley_sampling,0.2,0.20583176965381772,0.0,0.24906482507386518,0.13950772551678217,0.2589284927793352,160,8
0,High-frequency / high-curvature,hydra,tshap_centroid,0.05,0.22016242724122903,0.0,0.25739828474417514,0.1292563995462032,0.19993095763601204,160,8
0,High-frequency / high-curvature,hydra,tshap_centroid,0.1,0.20461810474505335,0.0,0.24906470756110663,0.06673894677754369,0.19958904438518693,160,8
0,High-frequency / high-curvature,hydra,tshap_centroid,0.2,0.3429115372268221,0.11979275477374335,0.3963912181596383,0.13950772551678217,0.2038241691417447,160,8
0,High-frequency / high-curvature,hydra,tshap_train,0.05,0.16537170531913226,0.0,0.18584352681184874,0.1292563995462032,0.19660137046634077,160,8
