method_a,method_b,fraction,mean_iou,median_iou,mean_overlap_fraction,median_overlap_fraction,mean_centre_distance,mean_score_drop_a,mean_score_drop_b,flip_rate_a,flip_rate_b,n_samples,n_datasets
feature_ablation,mrsqm,0.05,0.062206572769953054,0.0,0.062206572769953054,0.0,0.43798035393299667,0.3227350701871867,0.10054242149665217,0.25078247261345854,0.09272300469483569,2556,128
feature_ablation,mrsqm,0.1,0.1031105753121657,0.0,0.11333476670111342,0.0,0.4121852250891763,0.3925995398931543,0.15804999344850604,0.3149452269170579,0.15923317683881064,2556,128
feature_ablation,mrsqm,0.2,0.18681943283535044,0.0,0.21318135236272304,0.0,0.3675595207411988,0.4490253333199697,0.2548887838395434,0.40923317683881066,0.27269170579029733,2556,128
feature_ablation,tshap_centroid,0.05,0.11093044544063611,0.0,0.13830184457350495,0.0,0.26392107247093044,0.3227350701871867,0.2913833867593236,0.25078247261345854,0.19718309859154928,2556,128
feature_ablation,tshap_centroid,0.1,0.1783689978857112,0.0,0.21679819656657573,0.0,0.26589926437149797,0.3925995398931543,0.4224702523228289,0.3149452269170579,0.2981220657276995,2556,128
feature_ablation,tshap_centroid,0.2,0.2777480386353764,0.016981192528275287,0.331708141821584,0.033395291201982646,0.25230798837909046,0.4490253333199697,0.50587913354691,0.40923317683881066,0.42214397496087636,2556,128
feature_ablation,tshap_train,0.05,0.11172588666811092,0.0,0.13744663240174013,0.0,0.26483040465764957,0.3227350701871867,0.3076674733705116,0.25078247261345854,0.20461658841940533,2556,128
feature_ablation,tshap_train,0.1,0.17810907168362272,0.0,0.21695296726906327,0.0,0.26240297410717844,0.3925995398931543,0.43007086130531624,0.3149452269170579,0.3212050078247261,2556,128
feature_ablation,tshap_train,0.2,0.2670834763834785,0.0016209917117305855,0.32185360301549665,0.0032367190110257267,0.25184084925262007,0.4490253333199697,0.5212120393020733,0.40923317683881066,0.4397496087636933,2556,128
feature_ablation,tshap_zero,0.05,0.08400385750610062,0.0,0.1027298873397862,0.0,0.3041192923545152,0.3227350701871867,0.24065061479601632,0.25078247261345854,0.18309859154929578,2556,128
feature_ablation,tshap_zero,0.1,0.13865150598418094,0.0,0.1697741227050726,0.0,0.29196437581517576,0.3925995398931543,0.33888758334225566,0.3149452269170579,0.26721439749608766,2556,128
