sample_idx,fraction,mode,perturbation,true_label,base_pred,masked_pred,score_before,score_after,score_drop,bounded_relative_score_drop,flipped,dataset,model
0,0.05,top,global_mean,1,1,1,0.8861572150561017,0.9033401074922482,-0.01718289243614657,-0.019390321213756098,0.0,TwoPatterns,HYDRA
0,0.05,bottom,global_mean,1,1,1,0.8861572150561017,1.0240120757408386,-0.13785486068473696,-0.15556461401873875,0.0,TwoPatterns,HYDRA
0,0.05,random,global_mean,1,1,1,0.8861572150561017,,-0.037977130777439826,-0.04285592587440555,0.0,TwoPatterns,HYDRA
0,0.1,top,global_mean,1,1,1,0.8861572150561017,1.1507642557183209,-0.2646070406622192,-0.29860022303744843,0.0,TwoPatterns,HYDRA
0,0.1,bottom,global_mean,1,1,1,0.8861572150561017,0.9995711045622142,-0.11341388950611253,-0.12798379293807305,0.0,TwoPatterns,HYDRA
0,0.1,random,global_mean,1,1,1,0.8861572150561017,,0.00844569290516759,0.009530682852872835,0.0,TwoPatterns,HYDRA
0,0.2,top,global_mean,1,1,1,0.8861572150561017,1.4798231722525028,-0.5936659571964011,-0.6699322390853385,0.0,TwoPatterns,HYDRA
0,0.2,bottom,global_mean,1,1,1,0.8861572150561017,1.3870760412782952,-0.5009188262221935,-0.5652701940933662,0.0,TwoPatterns,HYDRA
0,0.2,random,global_mean,1,1,1,0.8861572150561017,,-0.29460637399993056,-0.33245347049147356,0.0,TwoPatterns,HYDRA
1,0.05,top,global_mean,2,2,2,1.1290255783905339,1.309991085967269,-0.18096550757673513,-0.16028454160459862,0.0,TwoPatterns,HYDRA
1,0.05,bottom,global_mean,2,2,2,1.1290255783905339,1.0129288461352421,0.11609673225529171,0.10282905157183421,0.0,TwoPatterns,HYDRA
1,0.05,random,global_mean,2,2,2,1.1290255783905339,,0.10824836485494985,0.09587760547609216,0.0,TwoPatterns,HYDRA
1,0.1,top,global_mean,2,2,2,1.1290255783905339,1.1515842823564777,-0.022558703965943838,-0.019980666883947097,0.0,TwoPatterns,HYDRA
1,0.1,bottom,global_mean,2,2,2,1.1290255783905339,1.1449039338087244,-0.015878355418190493,-0.014063756976231362,0.0,TwoPatterns,HYDRA
1,0.1,random,global_mean,2,2,2,1.1290255783905339,,0.024674508252562788,0.021854674393703956,0.0,TwoPatterns,HYDRA
1,0.2,top,global_mean,2,2,2,1.1290255783905339,1.624560111376712,-0.4955345329861782,-0.4389042228683223,0.0,TwoPatterns,HYDRA
1,0.2,bottom,global_mean,2,2,1,1.1290255783905339,0.7597044585606993,0.3693211198298345,0.32711463742183505,1.0,TwoPatterns,HYDRA
1,0.2,random,global_mean,2,2,2,1.1290255783905339,,0.24762263421149577,0.21932400791174497,0.2,TwoPatterns,HYDRA
2,0.05,top,global_mean,0,0,0,0.7727923995294439,0.756146819748549,0.01664557978089487,0.02153949527911394,0.0,TwoPatterns,HYDRA
2,0.05,bottom,global_mean,0,0,2,0.7727923995294439,-0.17503067171135722,0.9478230712408011,1.0,1.0,TwoPatterns,HYDRA
2,0.05,random,global_mean,0,0,0,0.7727923995294439,,0.32453447734679763,0.3872036959434321,0.0,TwoPatterns,HYDRA
2,0.1,top,global_mean,0,0,0,0.7727923995294439,0.837673082650634,-0.06488068312119011,-0.08395605236884288,0.0,TwoPatterns,HYDRA
2,0.1,bottom,global_mean,0,0,0,0.7727923995294439,-0.15644544032839225,0.9292378398578361,1.0,0.0,TwoPatterns,HYDRA
2,0.1,random,global_mean,0,0,0,0.7727923995294439,,0.4213812349605103,0.5136155399998625,0.2,TwoPatterns,HYDRA
2,0.2,top,global_mean,0,0,0,0.7727923995294439,0.857232034450572,-0.08443963492112805,-0.10926547117579366,0.0,TwoPatterns,HYDRA
2,0.2,bottom,global_mean,0,0,2,0.7727923995294439,-0.6047721912639553,1.377564590793399,1.0,1.0,TwoPatterns,HYDRA
2,0.2,random,global_mean,0,0,0,0.7727923995294439,,0.8539290417166097,0.885780358942269,0.4,TwoPatterns,HYDRA
3,0.05,top,global_mean,2,2,2,0.9010551607491222,0.7767792935781317,0.12427586717099048,0.13792244322226233,0.0,TwoPatterns,HYDRA
3,0.05,bottom,global_mean,2,2,2,0.9010551607491222,1.1001354649691797,-0.1990803042200575,-0.22094106104834316,0.0,TwoPatterns,HYDRA
3,0.05,random,global_mean,2,2,2,0.9010551607491222,,0.04479978275095292,0.04971919032628018,0.0,TwoPatterns,HYDRA
3,0.1,top,global_mean,2,2,2,0.9010551607491222,1.1901970984479977,-0.28914193769887553,-0.32089224877890854,0.0,TwoPatterns,HYDRA
3,0.1,bottom,global_mean,2,2,2,0.9010551607491222,0.767885471568786,0.13316968918033623,0.14779288459625123,0.0,TwoPatterns,HYDRA
3,0.1,random,global_mean,2,2,2,0.9010551607491222,,0.07491649653635504,0.08314298242417073,0.0,TwoPatterns,HYDRA
3,0.2,top,global_mean,2,2,2,0.9010551607491222,1.3960177782365681,-0.49496261748744597,-0.5493138375258905,0.0,TwoPatterns,HYDRA
