true_label,pred_label,method,aucs_top,aucs_bottom,f1s,dataset,sample_idx
2,2,hydra,-0.06808818869862951,-0.1329329141638596,-0.1448837529035512,Fish,121
2,2,shapley_sampling,-0.298257318260922,-0.07111086665115726,-0.8267197719746991,Fish,121
2,2,feature_ablation,-0.2382980230409954,-0.12989308415120515,-0.6039766255897714,Fish,121
2,2,tshap_centroid,-0.11053988696148787,-0.28111174719556326,-0.24195686318943924,Fish,121
2,2,tshap_zero,-0.13464934359626313,-0.39696765663473044,-0.2980243192991596,Fish,121
2,2,tshap_train,-0.13396024036331078,-0.39066627909061424,-0.2964798183046755,Fish,121
2,2,mrsqm,-0.3418526151598764,-0.255487069572888,-0.9395257281724272,Fish,121
4,4,hydra,0.5455363077101345,0.365319225297427,0.5867418995461938,Fish,122
4,4,shapley_sampling,0.3287701656546554,0.4369804608708218,0.4151293206309803,Fish,122
4,4,feature_ablation,0.2532140567277328,0.3288488546000201,0.36770078279236934,Fish,122
4,4,tshap_centroid,0.37365279958415565,0.42978593249985314,0.4514663881398195,Fish,122
4,4,tshap_zero,0.13275024233001198,0.5775110457979118,0.20202288095789384,Fish,122
4,4,tshap_train,0.41603755269923215,0.4243251021794073,0.48300770150484695,Fish,122
4,4,mrsqm,0.4414152767932134,0.5360334621437093,0.452410053784673,Fish,122
0,0,hydra,0.9750000003319953,0.9749999965665409,0.04875000652827908,Fish,33
0,0,shapley_sampling,0.9504435878493157,0.9383135975889784,0.11585358835966825,Fish,33
0,0,feature_ablation,0.9749999967173327,0.5963592370674362,0.5709242814410516,Fish,33
0,0,tshap_centroid,0.9159298997883792,0.9749999983563554,0.04867153007960168,Fish,33
0,0,tshap_zero,0.8385622205928649,0.974999999456395,0.048552508337103895,Fish,33
0,0,tshap_train,0.9100872370098221,0.745513985014106,0.3977499463245518,Fish,33
0,0,mrsqm,0.8533652590579904,0.9700817536467504,0.05780973355302218,Fish,33
0,0,hydra,0.9681122660970916,0.9750000006900825,0.04874132930868768,Fish,162
