true_label,pred_before,fraction,hydra_start,shap_start,window_length,iou,overlap_fraction,normalised_centre_distance,score_before,hydra_score_drop,shap_score_drop,hydra_flipped,shap_flipped,hydra_explain_time_s,windowshap_explain_time_s,windowshap_over_hydra_time_ratio,hydra_over_windowshap_time_ratio,dataset,sample_idx
0,0,0.05,195,169,26,0.0,0.0,0.05078125,0.8620459390494724,0.2516275832838004,0.5298042872463236,0,0,0.3092018380011723,0.9063891650002915,2.931383496487673,0.34113584974404765,Earthquakes,0
0,0,0.1,193,169,51,0.36,0.5294117647058824,0.046875,0.8620459390494724,0.3231386226110997,0.4167009820267903,0,0,0.3092018380011723,0.9063891650002915,2.931383496487673,0.34113584974404765,Earthquakes,0
0,0,0.2,191,118,102,0.1657142857142857,0.28431372549019607,0.142578125,0.8620459390494724,0.7897242084096924,0.6309353157421242,0,0,0.3092018380011723,0.9063891650002915,2.931383496487673,0.34113584974404765,Earthquakes,0
1,1,0.05,315,138,26,0.0,0.0,0.345703125,0.04369836002031724,-0.03983189993405323,-0.000566578014138952,0,0,0.28825129799952265,0.905500901000778,3.1413593183621242,0.3183335297413194,Earthquakes,1
1,1,0.1,290,307,51,0.5,0.6666666666666666,0.033203125,0.04369836002031724,0.11309537472652054,-0.20029998241727665,1,0,0.28825129799952265,0.905500901000778,3.1413593183621242,0.3183335297413194,Earthquakes,1
1,1,0.2,304,302,102,0.9615384615384616,0.9803921568627451,0.00390625,0.04369836002031724,-0.3391634496511935,-0.4178113742044052,0,0,0.28825129799952265,0.905500901000778,3.1413593183621242,0.3183335297413194,Earthquakes,1
0,0,0.05,409,128,26,0.0,0.0,0.548828125,0.9226225064694882,0.34847442205773527,0.11840122087039961,0,0,0.28751388900127495,0.9085711350016936,3.160094763274774,0.3164462064940452,Earthquakes,2
0,0,0.1,459,103,51,0.0,0.0,0.6953125,0.9226225064694882,0.22397788182846323,0.16055684405080917,0,0,0.28751388900127495,0.9085711350016936,3.160094763274774,0.3164462064940452,Earthquakes,2
0,0,0.2,409,129,102,0.0,0.0,0.546875,0.9226225064694882,0.6257130417060996,0.4092204265631034,0,0,0.28751388900127495,0.9085711350016936,3.160094763274774,0.3164462064940452,Earthquakes,2
0,0,0.05,16,179,26,0.0,0.0,0.318359375,1.0054774045826302,0.36517119388675245,0.20985204629503817,0,0,0.28964980299861054,0.9463103650014091,3.2670844419871696,0.3060833038621312,Earthquakes,3
