true_label,pred_label,method,aucs_top,aucs_bottom,f1s,dataset,sample_idx
2,2,hydra,0.4989010950447602,0.2814907185037916,0.5888976704088723,ChlorineConcentration,2964
2,2,shapley_sampling,-0.01928721978769165,0.14574597429447111,-0.0394654854097858,ChlorineConcentration,2964
2,2,feature_ablation,0.4153895221459316,-0.11453535785349768,0.6052144334219626,ChlorineConcentration,2964
2,2,tshap_centroid,0.14930978702904954,-0.019618204471150293,0.2604762279071547,ChlorineConcentration,2964
2,2,tshap_zero,0.2777870267731218,-0.13746937482210442,0.44652578193062287,ChlorineConcentration,2964
2,2,tshap_train,0.17079400953683663,-0.029114962700347753,0.2929666746740534,ChlorineConcentration,2964
2,2,mrsqm,-0.6163803405721902,-0.2897092621962489,-2.361257355035995,ChlorineConcentration,2964
2,2,hydra,0.5043407459077544,0.25150313856848594,0.6026279275024293,ChlorineConcentration,2757
2,2,shapley_sampling,0.26783592828403396,0.19233247323589797,0.4022718490775118,ChlorineConcentration,2757
2,2,feature_ablation,0.2971190118810895,0.057354174565314935,0.45182439084719794,ChlorineConcentration,2757
2,2,tshap_centroid,0.24820011133308842,0.050870696610031706,0.3934990586118278,ChlorineConcentration,2757
2,2,tshap_zero,0.2419625853380426,-0.10944061314389592,0.3972805737575113,ChlorineConcentration,2757
2,2,tshap_train,0.13231937028631918,-0.07172160436904335,0.23555598322215943,ChlorineConcentration,2757
2,2,mrsqm,-0.49835300754554657,-0.3435913793190754,-1.5843644282049631,ChlorineConcentration,2757
1,1,hydra,0.39136542098493377,0.24270974037153908,0.5160418849084762,ChlorineConcentration,763
1,1,shapley_sampling,0.19529187541554713,0.31630735524093456,0.30380425533839733,ChlorineConcentration,763
1,1,feature_ablation,0.31351652211357267,0.0507756171879713,0.4713516859140059,ChlorineConcentration,763
1,1,tshap_centroid,0.31710983209038945,0.2995914633791651,0.4365649609329913,ChlorineConcentration,763
1,1,tshap_zero,0.2451295033379996,0.3629711361711394,0.3540284257663276,ChlorineConcentration,763
