true_label,pred_label,method,aucs_top,aucs_bottom,f1s,dataset,sample_idx
1,1,hydra,-0.6843187750501366,-0.11083257388450463,-3.564543929523067,DistalPhalanxTW,75
1,1,shapley_sampling,-0.050754978688829784,0.013561606285135246,-0.10701623828492966,DistalPhalanxTW,75
1,1,feature_ablation,0.046515521207803695,-0.18888252914671427,0.08952821397482634,DistalPhalanxTW,75
1,1,tshap_centroid,0.174722333142502,-0.15719989764546616,0.30360431165604174,DistalPhalanxTW,75
1,1,tshap_zero,-0.2983436124932298,0.3251439476262995,-1.0694945040435218,DistalPhalanxTW,75
1,1,tshap_train,0.13029620165252,-0.1323360873341126,0.23370080499386475,DistalPhalanxTW,75
1,1,mrsqm,0.5341626750552886,-0.09666772938979874,0.7184057476252296,DistalPhalanxTW,75
2,2,hydra,0.49867009797676953,0.4095501027709531,0.540692870202866,DistalPhalanxTW,124
2,2,shapley_sampling,0.5193234886194881,0.3457596693059514,0.5790266627857378,DistalPhalanxTW,124
2,2,feature_ablation,0.4993076138699801,0.3237057268745852,0.5744782881409347,DistalPhalanxTW,124
2,2,tshap_centroid,0.47382144996981157,0.4681554034219601,0.5011591646635665,DistalPhalanxTW,124
2,2,tshap_zero,0.5923022837661155,0.2960138815688941,0.6433330499287265,DistalPhalanxTW,124
2,2,tshap_train,0.5275803122307439,0.3757812077191198,0.5718454616640501,DistalPhalanxTW,124
2,2,mrsqm,0.483121692783379,0.4171782355075576,0.5283091434740617,DistalPhalanxTW,124
5,5,hydra,-0.47240279749589853,0.2897091838810826,-2.8210194907037915,DistalPhalanxTW,25
5,5,shapley_sampling,0.23087083119918309,0.4769052655712439,0.32035233872491764,DistalPhalanxTW,25
5,5,feature_ablation,0.5224536589276454,0.4139886660291202,0.5524103468627708,DistalPhalanxTW,25
5,5,tshap_centroid,0.169727810487945,-0.3219486406232187,0.3008312535648837,DistalPhalanxTW,25
5,5,tshap_zero,0.1889486687406012,-0.04294428696384053,0.3199351594307078,DistalPhalanxTW,25
5,5,tshap_train,0.23121557452144617,-0.3569926594310707,0.3951091936992447,DistalPhalanxTW,25
5,5,mrsqm,-0.2204071012841563,-0.7334428117349807,-0.5050285366530113,DistalPhalanxTW,25
3,3,hydra,-0.21288240001550127,-0.31356795907627794,-0.5081115081590365,DistalPhalanxTW,117
3,3,shapley_sampling,-0.22679589191818864,0.46339757364970924,-0.7856466043407498,DistalPhalanxTW,117
3,3,feature_ablation,-0.1530928670254727,0.38934013090036956,-0.4086294235121036,DistalPhalanxTW,117
3,3,tshap_centroid,0.2179217887085902,-0.33964360573021796,0.37486391497281535,DistalPhalanxTW,117
3,3,tshap_zero,0.4386396858587335,-0.8106404861873548,0.7061981730287107,DistalPhalanxTW,117
3,3,tshap_train,0.44262858571628005,-0.5122796099688736,0.684818025158964,DistalPhalanxTW,117
3,3,mrsqm,-0.6895031576635683,0.6686519258671986,0.0,DistalPhalanxTW,117
2,2,hydra,0.44060731230513817,0.3659716329831994,0.5199111477347449,DistalPhalanxTW,106
2,2,shapley_sampling,0.3798535349890858,0.37317133860527757,0.47304518490259,DistalPhalanxTW,106
2,2,feature_ablation,0.5197454796182033,0.1944300044492647,0.6318365272995549,DistalPhalanxTW,106
2,2,tshap_centroid,0.3363312406270891,0.4119282304958866,0.4279235477327442,DistalPhalanxTW,106
2,2,tshap_zero,0.35417131597102586,0.40073727819106836,0.4452152081535634,DistalPhalanxTW,106
2,2,tshap_train,0.4371717787461711,0.365307253993941,0.517732885679559,DistalPhalanxTW,106
2,2,mrsqm,0.4822312455670744,0.3739809669852852,0.5447974051956932,DistalPhalanxTW,106
2,2,hydra,0.8111031497253441,0.6872497635438347,0.4514337990809275,DistalPhalanxTW,86
2,2,shapley_sampling,0.7170441617789433,0.6490174101720677,0.47128036173911925,DistalPhalanxTW,86
2,2,feature_ablation,0.8741896353821902,0.586218731095978,0.5616948261601491,DistalPhalanxTW,86
2,2,tshap_centroid,0.7689010273820394,0.8372965529016206,0.2685750252591186,DistalPhalanxTW,86
2,2,tshap_zero,0.8901674737663574,0.6671818196978943,0.4844928765884879,DistalPhalanxTW,86
2,2,tshap_train,0.8104912789059625,0.8337409860700735,0.2759179737504331,DistalPhalanxTW,86
2,2,mrsqm,0.7260369125534867,0.7267536142221985,0.39705849708046165,DistalPhalanxTW,86
5,5,hydra,-0.487797514865617,0.5912382370255607,0.0,DistalPhalanxTW,17
5,5,shapley_sampling,0.1209191031767752,0.5612402748932404,0.1895888491358843,DistalPhalanxTW,17
5,5,feature_ablation,0.4231751566909569,0.4838656048576193,0.46505489720969595,DistalPhalanxTW,17
5,5,tshap_centroid,0.5363376737835003,-0.4898019351886221,0.7887283786161022,DistalPhalanxTW,17
5,5,tshap_zero,0.36335792956135593,0.058452309460015194,0.5243579522499348,DistalPhalanxTW,17
5,5,tshap_train,0.6660802825148264,-0.31157614603805367,0.8834851163020147,DistalPhalanxTW,17
5,5,mrsqm,0.13485579609647627,-0.7171014316400919,0.25007173715910697,DistalPhalanxTW,17
0,0,hydra,0.874136216074514,0.6966825979570066,0.45036292217661494,DistalPhalanxTW,8
0,0,shapley_sampling,0.7331442313828397,0.5498053484121675,0.557841234765218,DistalPhalanxTW,8
0,0,feature_ablation,0.6236880620724611,0.5606730617505009,0.5155204143875097,DistalPhalanxTW,8
0,0,tshap_centroid,0.5337582604564599,0.6949103877499266,0.38825657432382904,DistalPhalanxTW,8
0,0,tshap_zero,0.46997301355919435,0.5701039634342466,0.4490420818315894,DistalPhalanxTW,8
0,0,tshap_train,0.6214292884137136,0.5748031093613875,0.50491724069911,DistalPhalanxTW,8
0,0,mrsqm,0.6060277022536673,0.6993158690084642,0.4019422849192317,DistalPhalanxTW,8
5,5,hydra,-0.3760858688065259,0.4095900794692642,-2.072047687867704,DistalPhalanxTW,65
5,5,shapley_sampling,0.07825685677792911,0.29728858603362573,0.1408302706755868,DistalPhalanxTW,65
5,5,feature_ablation,0.5230698110306068,0.20944477871435724,0.6295793092158259,DistalPhalanxTW,65
5,5,tshap_centroid,0.08564119877461278,-0.4654175178005327,0.16182509609548346,DistalPhalanxTW,65
5,5,tshap_zero,0.18712737985234557,-0.055057067791370484,0.3178756022344351,DistalPhalanxTW,65
5,5,tshap_train,0.0950385003415203,-0.45597291826082864,0.17842999868313994,DistalPhalanxTW,65
5,5,mrsqm,-0.2313367821785366,-0.7154054470409192,-0.5347951690453338,DistalPhalanxTW,65
2,2,hydra,0.4868410339998342,0.4217544053701472,0.5286211949869932,DistalPhalanxTW,60
2,2,shapley_sampling,0.5120834255791704,0.34533981073372627,0.5746603247607059,DistalPhalanxTW,60
2,2,feature_ablation,0.5433806618845103,0.27161011228150833,0.6224282822432231,DistalPhalanxTW,60
2,2,tshap_centroid,0.531229046121045,0.4161167490162336,0.5563130157769338,DistalPhalanxTW,60
2,2,tshap_zero,0.5689325550858256,0.25357281602889875,0.6457043078826017,DistalPhalanxTW,60
2,2,tshap_train,0.5514103579900028,0.4059548800870556,0.5719342891145783,DistalPhalanxTW,60
2,2,mrsqm,0.4814649033192306,0.3939340603018178,0.5366275006090873,DistalPhalanxTW,60
2,2,hydra,0.47878523539747714,0.33832987580565754,0.5555638517604956,DistalPhalanxTW,107
2,2,shapley_sampling,0.3683932005503442,0.3791573018905448,0.4624058405173359,DistalPhalanxTW,107
2,2,feature_ablation,0.5217009572918818,0.2629364819645756,0.610959000640716,DistalPhalanxTW,107
2,2,tshap_centroid,0.3611008461403194,0.4881022106872806,0.4234754038584643,DistalPhalanxTW,107
2,2,tshap_zero,0.4543475828737161,0.26421434824336065,0.5617899284908587,DistalPhalanxTW,107
