cluster,cluster_name,method_a,method_b,fraction,mean_iou,median_iou,mean_overlap_fraction,mean_score_drop_a,mean_score_drop_b,n_samples,n_datasets
0,High-frequency / high-curvature,feature_ablation,mrsqm,0.05,0.03125,0.0,0.03125,0.1784356533175289,0.021384103431628127,160,8
0,High-frequency / high-curvature,feature_ablation,mrsqm,0.1,0.11025641025641027,0.0,0.11856617647058823,0.21420493487077566,0.058186283104135664,160,8
0,High-frequency / high-curvature,feature_ablation,mrsqm,0.2,0.1781135531135531,0.0,0.20232843137254902,0.2212839481438432,0.11505568970228959,160,8
0,High-frequency / high-curvature,feature_ablation,tshap_centroid,0.05,0.1490172713442714,0.0,0.1840810429106662,0.1784356533175289,0.19993094664680638,160,8
0,High-frequency / high-curvature,feature_ablation,tshap_centroid,0.1,0.20173913033170554,0.0,0.24261592633628792,0.21420493487077566,0.19958902548310492,160,8
0,High-frequency / high-curvature,feature_ablation,tshap_centroid,0.2,0.2800368832114667,0.0,0.3274737722714657,0.2212839481438432,0.20382416011349908,160,8
0,High-frequency / high-curvature,feature_ablation,tshap_train,0.05,0.11731858767798557,0.0,0.1398857788900597,0.1784356533175289,0.19660136066192385,160,8
0,High-frequency / high-curvature,feature_ablation,tshap_train,0.1,0.15446775491780057,0.0,0.18746917248634615,0.21420493487077566,0.27286352044647305,160,8
0,High-frequency / high-curvature,feature_ablation,tshap_train,0.2,0.22594101789733206,0.0,0.27768373119795864,0.2212839481438432,0.32712866513717487,160,8
0,High-frequency / high-curvature,feature_ablation,tshap_zero,0.05,0.081229163106222,0.0,0.09684684170471843,0.1784356533175289,0.1421733564522105,160,8
0,High-frequency / high-curvature,feature_ablation,tshap_zero,0.1,0.11504784950389227,0.0,0.13941409817351597,0.21420493487077566,0.22691469939786968,160,8
0,High-frequency / high-curvature,feature_ablation,tshap_zero,0.2,0.1846538929867964,0.0,0.23383158882845376,0.2212839481438432,0.22950340102175043,160,8
0,High-frequency / high-curvature,hydra,feature_ablation,0.05,0.19925807963834985,0.0,0.24397610057370334,0.12925638810817058,0.1784356533175289,160,8
0,High-frequency / high-curvature,hydra,feature_ablation,0.1,0.19125873119712736,0.0,0.23337094301190797,0.0667389309086621,0.21420493487077566,160,8
0,High-frequency / high-curvature,hydra,feature_ablation,0.2,0.28709210518328365,0.0404062870699881,0.341698343349897,0.13950771498744488,0.2212839481438432,160,8
