sample_idx,fraction,mode,perturbation,true_label,base_pred,masked_pred,score_before,score_after,score_drop,bounded_relative_score_drop,flipped,dataset,variant,variant_label
0,0.1,top,global_mean,2,2,0,0.3566266385298946,-0.31491460055781717,0.6715412390877118,1.0,1.0,Haptics,predicted,Predicted-class saliency
0,0.1,bottom,global_mean,2,2,2,0.3566266385298946,0.37253325830391515,-0.015906619774020525,-0.04460288002239944,0.0,Haptics,predicted,Predicted-class saliency
0,0.1,random,global_mean,2,2,2,0.3566266385298946,,0.017964799970367328,0.05037411021877771,0.0,Haptics,predicted,Predicted-class saliency
1,0.1,top,global_mean,3,3,3,0.9627494445828457,0.8427421023343367,0.12000734224850906,0.12465051865076786,0.0,Haptics,predicted,Predicted-class saliency
1,0.1,bottom,global_mean,3,3,3,0.9627494445828457,-0.00967665873988599,0.9724261033227317,1.0,0.0,Haptics,predicted,Predicted-class saliency
1,0.1,random,global_mean,3,3,3,0.9627494445828457,,0.28145462582323494,0.2923443218405239,0.0,Haptics,predicted,Predicted-class saliency
2,0.1,top,global_mean,0,0,0,0.0016193511980917563,0.1473828457025832,-0.14576349450449144,-1.0,0.0,Haptics,predicted,Predicted-class saliency
2,0.1,bottom,global_mean,0,0,0,0.0016193511980917563,0.0425276342441252,-0.040908283046033445,-1.0,0.0,Haptics,predicted,Predicted-class saliency
2,0.1,random,global_mean,0,0,0,0.0016193511980917563,,-0.16345963070423736,-1.0,0.0,Haptics,predicted,Predicted-class saliency
5,0.1,top,global_mean,3,3,3,-0.1773383763566002,0.17887733361475444,-0.35621570997135465,-1.0,0.0,Haptics,predicted,Predicted-class saliency
5,0.1,bottom,global_mean,3,3,4,-0.1773383763566002,-0.3418897176153375,0.16455134125873727,0.9278894774494508,1.0,Haptics,predicted,Predicted-class saliency
5,0.1,random,global_mean,3,3,3,-0.1773383763566002,,0.12385932625035485,0.34052610374121267,0.4,Haptics,predicted,Predicted-class saliency
6,0.1,top,global_mean,0,0,0,0.19707183714009235,0.33068208131341326,-0.1336102441733209,-0.6779739212783644,0.0,Haptics,predicted,Predicted-class saliency
6,0.1,bottom,global_mean,0,0,0,0.19707183714009235,0.32049468831346273,-0.12342285117337037,-0.626280379196212,0.0,Haptics,predicted,Predicted-class saliency
6,0.1,random,global_mean,0,0,0,0.19707183714009235,,-0.033149773539801156,-0.15530043638700736,0.0,Haptics,predicted,Predicted-class saliency
7,0.1,top,global_mean,0,0,0,0.22446941648048846,0.4349753431091117,-0.21050592662862322,-0.9377891747571152,0.0,Haptics,predicted,Predicted-class saliency
7,0.1,bottom,global_mean,0,0,0,0.22446941648048846,0.06042838936633632,0.16404102711415214,0.7307912984088529,0.0,Haptics,predicted,Predicted-class saliency
7,0.1,random,global_mean,0,0,0,0.22446941648048846,,0.0896721000415747,0.39948293163776094,0.0,Haptics,predicted,Predicted-class saliency
8,0.1,top,global_mean,1,1,1,0.8316118557642576,-0.044840740060153594,0.8764525958244112,1.0,0.0,Haptics,predicted,Predicted-class saliency
8,0.1,bottom,global_mean,1,1,1,0.8316118557642576,0.403744585554759,0.42786727020949855,0.5145029531996421,0.0,Haptics,predicted,Predicted-class saliency
8,0.1,random,global_mean,1,1,1,0.8316118557642576,,0.473338952307492,0.5691818603170707,0.0,Haptics,predicted,Predicted-class saliency
11,0.1,top,global_mean,1,1,3,0.5314204981260586,-0.5455686238332692,1.0769891219593277,1.0,1.0,Haptics,predicted,Predicted-class saliency
11,0.1,bottom,global_mean,1,1,1,0.5314204981260586,0.2708210404216338,0.26059945770442483,0.49038185060892653,0.0,Haptics,predicted,Predicted-class saliency
11,0.1,random,global_mean,1,1,2,0.5314204981260586,,0.6104299933891351,0.9440354308787271,0.6,Haptics,predicted,Predicted-class saliency
13,0.1,top,global_mean,3,3,3,0.07246747576188706,0.028408688683949856,0.0440587870779372,0.6079717644773315,0.0,Haptics,predicted,Predicted-class saliency
13,0.1,bottom,global_mean,3,3,3,0.07246747576188706,-0.17874097717470971,0.25120845293659677,1.0,0.0,Haptics,predicted,Predicted-class saliency
