sample_idx,fraction,mode,perturbation,true_label,base_pred,masked_pred,score_before,score_after,score_drop,bounded_relative_score_drop,flipped,dataset,variant,variant_label
0,0.1,top,global_mean,0,0,0,0.24598426171569038,0.015122706218839918,0.23086155549685045,0.9385178359331141,0.0,Ham,predicted,Predicted-class saliency
0,0.1,bottom,global_mean,0,0,0,0.24598426171569038,0.26331713836033427,-0.01733287664464389,-0.07046306971300265,0.0,Ham,predicted,Predicted-class saliency
0,0.1,random,global_mean,0,0,0,0.24598426171569038,,0.06597353667481584,0.4217270721117252,0.2,Ham,predicted,Predicted-class saliency
4,0.1,top,global_mean,0,0,1,0.027739970100674666,-0.18425361322946088,0.21199358333013554,1.0,1.0,Ham,predicted,Predicted-class saliency
4,0.1,bottom,global_mean,0,0,0,0.027739970100674666,0.18756899994531223,-0.15982902984463757,-1.0,0.0,Ham,predicted,Predicted-class saliency
4,0.1,random,global_mean,0,0,1,0.027739970100674666,,0.17874837475755267,0.6,0.8,Ham,predicted,Predicted-class saliency
7,0.1,top,global_mean,0,0,1,0.41406914620690377,-0.10245657003963084,0.5165257162465346,1.0,1.0,Ham,predicted,Predicted-class saliency
7,0.1,bottom,global_mean,0,0,0,0.41406914620690377,0.4263154057809649,-0.012246259574061114,-0.02957532603169577,0.0,Ham,predicted,Predicted-class saliency
7,0.1,random,global_mean,0,0,0,0.41406914620690377,,0.2029683261187794,0.490178603741598,0.0,Ham,predicted,Predicted-class saliency
8,0.1,top,global_mean,0,0,1,0.46745999560713886,-0.046019122169363706,0.5134791177765026,1.0,1.0,Ham,predicted,Predicted-class saliency
8,0.1,bottom,global_mean,0,0,0,0.46745999560713886,0.5579266498794999,-0.09046665427236106,-0.19352770631667968,0.0,Ham,predicted,Predicted-class saliency
8,0.1,random,global_mean,0,0,0,0.46745999560713886,,0.34358202216012795,0.5597438359284119,0.4,Ham,predicted,Predicted-class saliency
9,0.1,top,global_mean,0,0,0,0.8895131074925071,0.5184064360926953,0.3711066713998118,0.41720155787741436,0.0,Ham,predicted,Predicted-class saliency
9,0.1,bottom,global_mean,0,0,0,0.8895131074925071,0.7181358795839059,0.17137722790860122,0.19266386723388174,0.0,Ham,predicted,Predicted-class saliency
9,0.1,random,global_mean,0,0,0,0.8895131074925071,,0.301270803147785,0.33869142783699213,0.0,Ham,predicted,Predicted-class saliency
10,0.1,top,global_mean,0,0,0,0.7774877925901078,0.2551058011028687,0.5223819914872392,0.6718836290192532,0.0,Ham,predicted,Predicted-class saliency
10,0.1,bottom,global_mean,0,0,0,0.7774877925901078,0.7191809435932767,0.05830684899683114,0.07499381284016851,0.0,Ham,predicted,Predicted-class saliency
10,0.1,random,global_mean,0,0,0,0.7774877925901078,,0.2493261433565261,0.32068133422981815,0.0,Ham,predicted,Predicted-class saliency
12,0.1,top,global_mean,0,0,0,0.5369664860608135,0.10327403658900762,0.4336924494718059,0.8076698510246273,0.0,Ham,predicted,Predicted-class saliency
12,0.1,bottom,global_mean,0,0,0,0.5369664860608135,0.3301674555210643,0.20679903053974924,0.3851239337726465,0.0,Ham,predicted,Predicted-class saliency
12,0.1,random,global_mean,0,0,0,0.5369664860608135,,0.14547879257203875,0.27092663214912555,0.0,Ham,predicted,Predicted-class saliency
13,0.1,top,global_mean,0,0,0,0.5075643222403289,0.15997805246874186,0.347586269771587,0.6848109091404931,0.0,Ham,predicted,Predicted-class saliency
13,0.1,bottom,global_mean,0,0,0,0.5075643222403289,0.30938230763606545,0.19818201460426343,0.3904561756297952,0.0,Ham,predicted,Predicted-class saliency
13,0.1,random,global_mean,0,0,0,0.5075643222403289,,0.2963883009359773,0.5839411952490311,0.0,Ham,predicted,Predicted-class saliency
14,0.1,top,global_mean,0,0,0,0.6623958799847656,0.2744487152167984,0.38794716476796715,0.5856717875496176,0.0,Ham,predicted,Predicted-class saliency
14,0.1,bottom,global_mean,0,0,0,0.6623958799847656,0.5560773279018418,0.10631855208292373,0.1605058165210092,0.0,Ham,predicted,Predicted-class saliency
14,0.1,random,global_mean,0,0,0,0.6623958799847656,,0.00031740465231667737,0.0004791759470907819,0.0,Ham,predicted,Predicted-class saliency
15,0.1,top,global_mean,0,0,0,0.8074474192803098,0.2689739968043413,0.5384734224759685,0.6668827501773023,0.0,Ham,predicted,Predicted-class saliency
15,0.1,bottom,global_mean,0,0,0,0.8074474192803098,1.1028609425845564,-0.29541352330424653,-0.36586055065604406,0.0,Ham,predicted,Predicted-class saliency
15,0.1,random,global_mean,0,0,0,0.8074474192803098,,0.39330873510430736,0.48710075555645893,0.0,Ham,predicted,Predicted-class saliency
16,0.1,top,global_mean,0,0,0,0.9130913603001711,0.5241606885136872,0.3889306717864839,0.4259488839208186,0.0,Ham,predicted,Predicted-class saliency
16,0.1,bottom,global_mean,0,0,0,0.9130913603001711,0.47067798054737847,0.44241337975279266,0.48452204726294407,0.0,Ham,predicted,Predicted-class saliency
16,0.1,random,global_mean,0,0,0,0.9130913603001711,,0.05483329819843352,0.060052302026059615,0.0,Ham,predicted,Predicted-class saliency
17,0.1,top,global_mean,0,0,0,0.8616562876391203,0.5376569096426185,0.3239993779965018,0.3760188448985757,0.0,Ham,predicted,Predicted-class saliency
17,0.1,bottom,global_mean,0,0,0,0.8616562876391203,0.37349699317338114,0.48815929446573914,0.5665353284520588,0.0,Ham,predicted,Predicted-class saliency
17,0.1,random,global_mean,0,0,0,0.8616562876391203,,0.21608900453761057,0.2507830057698218,0.0,Ham,predicted,Predicted-class saliency
18,0.1,top,global_mean,0,0,0,0.6926554572007724,0.1907213134963498,0.5019341437044226,0.724650926857573,0.0,Ham,predicted,Predicted-class saliency
18,0.1,bottom,global_mean,0,0,0,0.6926554572007724,0.6321318484941569,0.06052360870661544,0.08737897131748265,0.0,Ham,predicted,Predicted-class saliency
18,0.1,random,global_mean,0,0,0,0.6926554572007724,,0.41599026871894706,0.6005722813876384,0.0,Ham,predicted,Predicted-class saliency
19,0.1,top,global_mean,0,0,0,1.1263424062960254,0.8764371440209278,0.24990526227509768,0.2218730636484213,0.0,Ham,predicted,Predicted-class saliency
19,0.1,bottom,global_mean,0,0,0,1.1263424062960254,0.9748830683635397,0.15145933793248578,0.1344699468082821,0.0,Ham,predicted,Predicted-class saliency
19,0.1,random,global_mean,0,0,0,1.1263424062960254,,0.2060686698332236,0.18295367885259733,0.0,Ham,predicted,Predicted-class saliency
20,0.1,top,global_mean,0,0,0,0.586970671106159,0.1205407443460557,0.46642992676010325,0.7946378841096494,0.0,Ham,predicted,Predicted-class saliency
20,0.1,bottom,global_mean,0,0,0,0.586970671106159,0.8054302964239495,-0.2184596253177905,-0.3721808667632959,0.0,Ham,predicted,Predicted-class saliency
20,0.1,random,global_mean,0,0,0,0.586970671106159,,0.02701121396588261,0.04601791755124991,0.0,Ham,predicted,Predicted-class saliency
