sample_idx,fraction,mode,perturbation,true_label,base_pred,masked_pred,score_before,score_after,score_drop,bounded_relative_score_drop,flipped,dataset,variant,variant_label
0,0.1,top,global_mean,0,0,0,0.43418134072190706,0.6350537613678946,-0.20087242064598754,-0.46264530315074687,0.0,SemgHandSubjectCh2,predicted,Predicted-class saliency
0,0.1,bottom,global_mean,0,0,0,0.43418134072190706,0.9563089567404974,-0.5221276160185904,-1.0,0.0,SemgHandSubjectCh2,predicted,Predicted-class saliency
0,0.1,random,global_mean,0,0,0,0.43418134072190706,,-0.2792194987128034,-0.6415303327159061,0.0,SemgHandSubjectCh2,predicted,Predicted-class saliency
1,0.1,top,global_mean,0,0,0,0.22111892139151068,0.4693147988096038,-0.24819587741809312,-1.0,0.0,SemgHandSubjectCh2,predicted,Predicted-class saliency
1,0.1,bottom,global_mean,0,0,0,0.22111892139151068,0.44783899351791234,-0.22672007212640166,-1.0,0.0,SemgHandSubjectCh2,predicted,Predicted-class saliency
1,0.1,random,global_mean,0,0,0,0.22111892139151068,,-0.14265083957083066,-0.6451288453483837,0.0,SemgHandSubjectCh2,predicted,Predicted-class saliency
2,0.1,top,global_mean,0,0,0,0.726298691310751,0.6235152734875864,0.10278341782316458,0.14151653794272118,0.0,SemgHandSubjectCh2,predicted,Predicted-class saliency
2,0.1,bottom,global_mean,0,0,0,0.726298691310751,1.0480946431604383,-0.32179595184968735,-0.4430622175660616,0.0,SemgHandSubjectCh2,predicted,Predicted-class saliency
2,0.1,random,global_mean,0,0,0,0.726298691310751,,-0.05946250758601344,-0.08187048445346523,0.0,SemgHandSubjectCh2,predicted,Predicted-class saliency
4,0.1,top,global_mean,0,0,0,-0.014550522119150644,0.37833173685605015,-0.3928822589752008,-1.0,0.0,SemgHandSubjectCh2,predicted,Predicted-class saliency
4,0.1,bottom,global_mean,0,0,0,-0.014550522119150644,0.6449477285200544,-0.6594982506392051,-1.0,0.0,SemgHandSubjectCh2,predicted,Predicted-class saliency
