sample_idx,fraction,mode,perturbation,true_label,base_pred,masked_pred,score_before,score_after,score_drop,bounded_relative_score_drop,flipped,dataset,variant,variant_label
0,0.1,top,global_mean,5,5,5,0.951770286073432,1.1900883684576944,-0.23831808238426244,-0.25039427630502764,0.0,ProximalPhalanxTW,predicted,Predicted-class saliency
0,0.1,bottom,global_mean,5,5,3,0.951770286073432,-0.11052019555628412,1.062290481629716,1.0,1.0,ProximalPhalanxTW,predicted,Predicted-class saliency
0,0.1,random,global_mean,5,5,5,0.951770286073432,,0.26752963211008357,0.2772086233860885,0.2,ProximalPhalanxTW,predicted,Predicted-class saliency
1,0.1,top,global_mean,5,5,5,0.8266367321480064,1.2542974022882332,-0.4276606701402268,-0.5173495637913317,0.0,ProximalPhalanxTW,predicted,Predicted-class saliency
1,0.1,bottom,global_mean,5,5,3,0.8266367321480064,-0.179107060360438,1.0057437925084445,1.0,1.0,ProximalPhalanxTW,predicted,Predicted-class saliency
1,0.1,random,global_mean,5,5,5,0.8266367321480064,,0.38447016977463966,0.38984914732819176,0.2,ProximalPhalanxTW,predicted,Predicted-class saliency
3,0.1,top,global_mean,5,5,5,0.7787730533026703,1.1157039189303783,-0.336930865627708,-0.4326426441646739,0.0,ProximalPhalanxTW,predicted,Predicted-class saliency
3,0.1,bottom,global_mean,5,5,3,0.7787730533026703,-0.2309592417611704,1.0097322950638408,1.0,1.0,ProximalPhalanxTW,predicted,Predicted-class saliency
3,0.1,random,global_mean,5,5,4,0.7787730533026703,,0.49392757084093536,0.6118562061101886,0.6,ProximalPhalanxTW,predicted,Predicted-class saliency
4,0.1,top,global_mean,5,5,5,0.8986692417019883,1.0164215477140197,-0.11775230601203146,-0.13102949285270735,0.0,ProximalPhalanxTW,predicted,Predicted-class saliency
4,0.1,bottom,global_mean,5,5,3,0.8986692417019883,-0.13478834722404104,1.0334575889260293,1.0,1.0,ProximalPhalanxTW,predicted,Predicted-class saliency
4,0.1,random,global_mean,5,5,4,0.8986692417019883,,0.3811832697450567,0.3266273858581564,0.4,ProximalPhalanxTW,predicted,Predicted-class saliency
5,0.1,top,global_mean,5,5,5,0.9170069838695553,1.1960705038447248,-0.27906351997516954,-0.304319618677242,0.0,ProximalPhalanxTW,predicted,Predicted-class saliency
5,0.1,bottom,global_mean,5,5,3,0.9170069838695553,-0.08077858741369015,0.9977855712832454,1.0,1.0,ProximalPhalanxTW,predicted,Predicted-class saliency
5,0.1,random,global_mean,5,5,4,0.9170069838695553,,0.337786884232741,0.3385248697545474,0.4,ProximalPhalanxTW,predicted,Predicted-class saliency
6,0.1,top,global_mean,5,5,5,0.8801033457833748,1.1699495223151524,-0.2898461765317776,-0.3293316047357856,0.0,ProximalPhalanxTW,predicted,Predicted-class saliency
6,0.1,bottom,global_mean,5,5,3,0.8801033457833748,-0.1649535996891786,1.0450569454725533,1.0,1.0,ProximalPhalanxTW,predicted,Predicted-class saliency
6,0.1,random,global_mean,5,5,5,0.8801033457833748,,0.18695446521353565,0.14290728632370064,0.2,ProximalPhalanxTW,predicted,Predicted-class saliency
8,0.1,top,global_mean,5,5,5,0.7872773524865369,1.0909570892667966,-0.3036797367802597,-0.38573363007012557,0.0,ProximalPhalanxTW,predicted,Predicted-class saliency
8,0.1,bottom,global_mean,5,5,3,0.7872773524865369,-0.2303841582947313,1.017661510781268,1.0,1.0,ProximalPhalanxTW,predicted,Predicted-class saliency
8,0.1,random,global_mean,5,5,5,0.7872773524865369,,0.09884505505117307,0.09086539092142838,0.2,ProximalPhalanxTW,predicted,Predicted-class saliency
10,0.1,top,global_mean,5,5,5,0.8008473583194071,1.047985159754301,-0.24713780143489394,-0.308595002871101,0.0,ProximalPhalanxTW,predicted,Predicted-class saliency
10,0.1,bottom,global_mean,5,5,3,0.8008473583194071,-0.24395072762655873,1.0447980859459658,1.0,1.0,ProximalPhalanxTW,predicted,Predicted-class saliency
10,0.1,random,global_mean,5,5,4,0.8008473583194071,,0.3746935226817614,0.352741559297962,0.4,ProximalPhalanxTW,predicted,Predicted-class saliency
12,0.1,top,global_mean,1,1,1,0.7118546780121864,-0.3238119870260133,1.0356666650381996,1.0,0.0,ProximalPhalanxTW,predicted,Predicted-class saliency
12,0.1,bottom,global_mean,1,1,1,0.7118546780121864,0.23721754476776719,0.4746371332444192,0.6667603390757723,0.0,ProximalPhalanxTW,predicted,Predicted-class saliency
12,0.1,random,global_mean,1,1,2,0.7118546780121864,,0.7118505023836718,0.6127119041722981,0.6,ProximalPhalanxTW,predicted,Predicted-class saliency
13,0.1,top,global_mean,1,1,3,-0.21726808356087585,-1.0319499880252994,0.8146819044644236,1.0,1.0,ProximalPhalanxTW,predicted,Predicted-class saliency
13,0.1,bottom,global_mean,1,1,1,-0.21726808356087585,-0.12693832609433536,-0.09032975746654048,-0.41575062584194733,0.0,ProximalPhalanxTW,predicted,Predicted-class saliency
13,0.1,random,global_mean,1,1,3,-0.21726808356087585,,0.9799095682084762,1.0,1.0,ProximalPhalanxTW,predicted,Predicted-class saliency
14,0.1,top,global_mean,1,1,2,0.6733962776955484,-0.5202414837718663,1.1936377614674147,1.0,1.0,ProximalPhalanxTW,predicted,Predicted-class saliency
14,0.1,bottom,global_mean,1,1,1,0.6733962776955484,0.4984331891053621,0.17496308859018633,0.25982149673805094,0.0,ProximalPhalanxTW,predicted,Predicted-class saliency
14,0.1,random,global_mean,1,1,3,0.6733962776955484,,1.1860624835196938,0.9215206641923878,0.8,ProximalPhalanxTW,predicted,Predicted-class saliency
15,0.1,top,global_mean,3,3,3,0.10112649386221206,-0.02655448299354579,0.12768097685575786,1.0,0.0,ProximalPhalanxTW,predicted,Predicted-class saliency
15,0.1,bottom,global_mean,3,3,3,0.10112649386221206,0.6073510036644516,-0.5062245098022395,-1.0,0.0,ProximalPhalanxTW,predicted,Predicted-class saliency
15,0.1,random,global_mean,3,3,3,0.10112649386221206,,-0.4286850759482377,-0.5040066099211462,0.0,ProximalPhalanxTW,predicted,Predicted-class saliency
19,0.1,top,global_mean,1,1,3,0.4314081574517054,-0.5610892146834479,0.9924973721351533,1.0,1.0,ProximalPhalanxTW,predicted,Predicted-class saliency
19,0.1,bottom,global_mean,1,1,1,0.4314081574517054,0.24792639796972432,0.1834817594819811,0.4253079850362731,0.0,ProximalPhalanxTW,predicted,Predicted-class saliency
19,0.1,random,global_mean,1,1,3,0.4314081574517054,,1.188732875813884,1.0,1.0,ProximalPhalanxTW,predicted,Predicted-class saliency
20,0.1,top,global_mean,5,5,5,0.8600955807307585,1.2081182481402282,-0.34802266740946963,-0.40463207877629426,0.0,ProximalPhalanxTW,predicted,Predicted-class saliency
20,0.1,bottom,global_mean,5,5,3,0.8600955807307585,0.14459732294578517,0.7154982577849733,0.8318812954436686,1.0,ProximalPhalanxTW,predicted,Predicted-class saliency
20,0.1,random,global_mean,5,5,5,0.8600955807307585,,0.16779062098785408,0.17418222346230816,0.2,ProximalPhalanxTW,predicted,Predicted-class saliency
22,0.1,top,global_mean,5,5,5,0.7793249269833336,1.0047041005827935,-0.22537917359945991,-0.2891975819050093,0.0,ProximalPhalanxTW,predicted,Predicted-class saliency
22,0.1,bottom,global_mean,5,5,3,0.7793249269833336,-0.25173008673074,1.0310550137140735,1.0,1.0,ProximalPhalanxTW,predicted,Predicted-class saliency
22,0.1,random,global_mean,5,5,5,0.7793249269833336,,0.16946521506341802,0.17885438338187115,0.2,ProximalPhalanxTW,predicted,Predicted-class saliency
24,0.1,top,global_mean,5,5,5,0.9438842087624449,1.2504334210908459,-0.30654921232840093,-0.3247738278792677,0.0,ProximalPhalanxTW,predicted,Predicted-class saliency
24,0.1,bottom,global_mean,5,5,3,0.9438842087624449,0.20663198579068076,0.7372522229717642,0.7810825046600707,1.0,ProximalPhalanxTW,predicted,Predicted-class saliency
24,0.1,random,global_mean,5,5,5,0.9438842087624449,,-0.05292661020342047,-0.056073142911958605,0.0,ProximalPhalanxTW,predicted,Predicted-class saliency
25,0.1,top,global_mean,5,5,5,1.0135950927126687,1.398277458505604,-0.38468236579293524,-0.37952234480641783,0.0,ProximalPhalanxTW,predicted,Predicted-class saliency
25,0.1,bottom,global_mean,5,5,3,1.0135950927126687,0.01028710274104877,1.00330798997162,0.9898498989735499,1.0,ProximalPhalanxTW,predicted,Predicted-class saliency
25,0.1,random,global_mean,5,5,5,1.0135950927126687,,0.3554145867868472,0.33118388143184163,0.2,ProximalPhalanxTW,predicted,Predicted-class saliency
26,0.1,top,global_mean,5,5,5,0.8650623879851195,1.1381865550993249,-0.2731241671142054,-0.3157273454265106,0.0,ProximalPhalanxTW,predicted,Predicted-class saliency
26,0.1,bottom,global_mean,5,5,3,0.8650623879851195,-0.1323644244555126,0.997426812440632,1.0,1.0,ProximalPhalanxTW,predicted,Predicted-class saliency
26,0.1,random,global_mean,5,5,4,0.8650623879851195,,0.46392012810299266,0.4720844420564889,0.6,ProximalPhalanxTW,predicted,Predicted-class saliency
27,0.1,top,global_mean,5,5,5,1.029633092583211,1.1786403996451393,-0.14900730706192844,-0.14471869971602197,0.0,ProximalPhalanxTW,predicted,Predicted-class saliency
27,0.1,bottom,global_mean,5,5,3,1.029633092583211,0.29437513667637455,0.7352579559068364,0.7140963583113055,1.0,ProximalPhalanxTW,predicted,Predicted-class saliency
27,0.1,random,global_mean,5,5,4,1.029633092583211,,0.6736990311287142,0.6180478776773363,0.6,ProximalPhalanxTW,predicted,Predicted-class saliency
28,0.1,top,global_mean,5,5,5,0.9514554785232435,1.2797341303943974,-0.3282786518711539,-0.34502750181561165,0.0,ProximalPhalanxTW,predicted,Predicted-class saliency
28,0.1,bottom,global_mean,5,5,3,0.9514554785232435,-0.11068823671820102,1.0621437152414446,1.0,1.0,ProximalPhalanxTW,predicted,Predicted-class saliency
28,0.1,random,global_mean,5,5,5,0.9514554785232435,,-0.05449329820230584,-0.05727355841528865,0.0,ProximalPhalanxTW,predicted,Predicted-class saliency
0,0.1,top,global_mean,5,5,5,0.9517702858986786,1.190088373389489,-0.2383180874908103,-0.250394281716312,0.0,ProximalPhalanxTW,margin,Margin saliency
0,0.1,bottom,global_mean,5,5,3,0.9517702858986786,0.2636760503991298,0.6880942354995488,0.7229617510995181,1.0,ProximalPhalanxTW,margin,Margin saliency
0,0.1,random,global_mean,5,5,5,0.9517702858986786,,0.2675296334238458,0.27720862788183875,0.2,ProximalPhalanxTW,margin,Margin saliency
1,0.1,top,global_mean,5,5,5,0.8266367217938159,1.1785370673925306,-0.35190034559871475,-0.4257008074045857,0.0,ProximalPhalanxTW,margin,Margin saliency
