sample_idx,fraction,mode,perturbation,true_label,base_pred,masked_pred,score_before,score_after,score_drop,bounded_relative_score_drop,flipped,dataset,variant,variant_label
4,0.1,top,global_mean,0,0,0,0.8235168600150375,0.9040862304800734,-0.08056937046503587,-0.09783560791694872,0.0,ArrowHead,predicted,Predicted-class saliency
4,0.1,bottom,global_mean,0,0,0,0.8235168600150375,1.0245396931351296,-0.20102283312009206,-0.2441025785602529,0.0,ArrowHead,predicted,Predicted-class saliency
4,0.1,random,global_mean,0,0,0,0.8235168600150375,,0.03990706461525369,0.04845925820543222,0.0,ArrowHead,predicted,Predicted-class saliency
5,0.1,top,global_mean,0,0,0,0.29657643730886835,0.2114180783300979,0.08515835897877044,0.28713701133671515,0.0,ArrowHead,predicted,Predicted-class saliency
5,0.1,bottom,global_mean,0,0,0,0.29657643730886835,0.5607215654895612,-0.26414512818069286,-0.890644718551536,0.0,ArrowHead,predicted,Predicted-class saliency
5,0.1,random,global_mean,0,0,0,0.29657643730886835,,-0.05693203165789852,-0.1919634621382445,0.0,ArrowHead,predicted,Predicted-class saliency
6,0.1,top,global_mean,0,0,0,-0.034957138357571305,0.07467364409732324,-0.10963078245489455,-1.0,0.0,ArrowHead,predicted,Predicted-class saliency
6,0.1,bottom,global_mean,0,0,0,-0.034957138357571305,0.25897410809035487,-0.2939312464479262,-1.0,0.0,ArrowHead,predicted,Predicted-class saliency
6,0.1,random,global_mean,0,0,0,-0.034957138357571305,,-0.09190740896673266,-0.032903485570680416,0.2,ArrowHead,predicted,Predicted-class saliency
8,0.1,top,global_mean,0,0,0,0.469576478877248,0.4878079034884985,-0.01823142461125049,-0.038825168223232356,0.0,ArrowHead,predicted,Predicted-class saliency
8,0.1,bottom,global_mean,0,0,0,0.469576478877248,0.7654895045871415,-0.2959130257098935,-0.6301686921132091,0.0,ArrowHead,predicted,Predicted-class saliency
8,0.1,random,global_mean,0,0,0,0.469576478877248,,0.05004487770454987,0.10657427145826148,0.0,ArrowHead,predicted,Predicted-class saliency
9,0.1,top,global_mean,0,0,0,0.4221433430503703,0.47178297145775067,-0.04963962840738034,-0.1175892303771967,0.0,ArrowHead,predicted,Predicted-class saliency
9,0.1,bottom,global_mean,0,0,0,0.4221433430503703,0.33338037664860615,0.08876296640176418,0.2102668621836133,0.0,ArrowHead,predicted,Predicted-class saliency
9,0.1,random,global_mean,0,0,0,0.4221433430503703,,-0.07397626809045352,-0.17523927374203058,0.0,ArrowHead,predicted,Predicted-class saliency
10,0.1,top,global_mean,0,0,0,-0.22157707594682874,0.00557518335250573,-0.22715225929933447,-1.0,0.0,ArrowHead,predicted,Predicted-class saliency
10,0.1,bottom,global_mean,0,0,0,-0.22157707594682874,0.32351377944431753,-0.5450908553911462,-1.0,0.0,ArrowHead,predicted,Predicted-class saliency
10,0.1,random,global_mean,0,0,1,-0.22157707594682874,,-0.057693264151971214,-0.25190386600634773,0.6,ArrowHead,predicted,Predicted-class saliency
11,0.1,top,global_mean,0,0,0,0.6001154951063641,0.7084583800416928,-0.10834288493532873,-0.18053642220936808,0.0,ArrowHead,predicted,Predicted-class saliency
11,0.1,bottom,global_mean,0,0,0,0.6001154951063641,0.49910119787223,0.10101429723413408,0.16832448042647186,0.0,ArrowHead,predicted,Predicted-class saliency
11,0.1,random,global_mean,0,0,0,0.6001154951063641,,-0.057810960820555035,-0.09633289751568763,0.0,ArrowHead,predicted,Predicted-class saliency
12,0.1,top,global_mean,0,0,0,0.17924209982085676,0.32909881905541133,-0.14985671923455457,-0.8360529324940698,0.0,ArrowHead,predicted,Predicted-class saliency
12,0.1,bottom,global_mean,0,0,0,0.17924209982085676,0.3939689246783003,-0.21472682485744354,-1.0,0.0,ArrowHead,predicted,Predicted-class saliency
12,0.1,random,global_mean,0,0,0,0.17924209982085676,,-0.06259202147127155,-0.22366863147074306,0.0,ArrowHead,predicted,Predicted-class saliency
14,0.1,top,global_mean,0,0,0,-0.05712709529474641,0.12471144975472537,-0.18183854504947178,-1.0,0.0,ArrowHead,predicted,Predicted-class saliency
14,0.1,bottom,global_mean,0,0,0,-0.05712709529474641,0.29805047492638453,-0.35517757022113094,-1.0,0.0,ArrowHead,predicted,Predicted-class saliency
14,0.1,random,global_mean,0,0,1,-0.05712709529474641,,-0.061474035725971765,-0.11278775263528411,0.4,ArrowHead,predicted,Predicted-class saliency
18,0.1,top,global_mean,0,0,0,-0.025333496127025734,0.0004001423643627544,-0.02573363849138849,-1.0,0.0,ArrowHead,predicted,Predicted-class saliency
18,0.1,bottom,global_mean,0,0,0,-0.025333496127025734,-0.03949142992949639,0.014157933802470657,0.5588401573681819,0.0,ArrowHead,predicted,Predicted-class saliency
18,0.1,random,global_mean,0,0,0,-0.025333496127025734,,-0.20068710320755181,-0.4048608218573073,0.0,ArrowHead,predicted,Predicted-class saliency
19,0.1,top,global_mean,0,0,0,0.28901020016603457,0.39630471669619444,-0.10729451653015987,-0.3712469152355343,0.0,ArrowHead,predicted,Predicted-class saliency
19,0.1,bottom,global_mean,0,0,0,0.28901020016603457,0.2880690512163547,0.000941148949679893,0.0032564445569556156,0.0,ArrowHead,predicted,Predicted-class saliency
19,0.1,random,global_mean,0,0,0,0.28901020016603457,,0.027922116008010422,0.09661257415618979,0.2,ArrowHead,predicted,Predicted-class saliency
20,0.1,top,global_mean,0,0,0,-0.045016204987770425,0.06060734584743993,-0.10562355083521036,-1.0,0.0,ArrowHead,predicted,Predicted-class saliency
20,0.1,bottom,global_mean,0,0,0,-0.045016204987770425,0.12425479396625394,-0.16927099895402437,-1.0,0.0,ArrowHead,predicted,Predicted-class saliency
20,0.1,random,global_mean,0,0,0,-0.045016204987770425,,-0.07816928919101987,-0.20541270290614708,0.2,ArrowHead,predicted,Predicted-class saliency
22,0.1,top,global_mean,0,0,0,0.15584791868733527,0.31101476145609824,-0.15516684276876297,-0.9956234799425161,0.0,ArrowHead,predicted,Predicted-class saliency
22,0.1,bottom,global_mean,0,0,0,0.15584791868733527,0.021157989824562906,0.13468992886277237,0.8642339645165447,0.0,ArrowHead,predicted,Predicted-class saliency
22,0.1,random,global_mean,0,0,0,0.15584791868733527,,-0.18994821385164165,-0.33222235220048624,0.0,ArrowHead,predicted,Predicted-class saliency
23,0.1,top,global_mean,0,0,0,0.06699875648571113,0.2810116400054062,-0.21401288351969505,-1.0,0.0,ArrowHead,predicted,Predicted-class saliency
23,0.1,bottom,global_mean,0,0,0,0.06699875648571113,0.022904416452956045,0.044094340032755086,0.658126870090326,0.0,ArrowHead,predicted,Predicted-class saliency
23,0.1,random,global_mean,0,0,0,0.06699875648571113,,-0.22074571269726445,-0.7791610327152428,0.0,ArrowHead,predicted,Predicted-class saliency
24,0.1,top,global_mean,0,0,0,-0.054141051902319826,-0.12865813989215003,0.0745170879898302,1.0,0.0,ArrowHead,predicted,Predicted-class saliency
24,0.1,bottom,global_mean,0,0,0,-0.054141051902319826,0.020336407399578593,-0.07447745930189842,-1.0,0.0,ArrowHead,predicted,Predicted-class saliency
24,0.1,random,global_mean,0,0,0,-0.054141051902319826,,-0.07473848405014233,-0.3860768604188573,0.2,ArrowHead,predicted,Predicted-class saliency
25,0.1,top,global_mean,0,0,0,-0.013363989621448469,0.09618408584642107,-0.10954807546786954,-1.0,0.0,ArrowHead,predicted,Predicted-class saliency
25,0.1,bottom,global_mean,0,0,0,-0.013363989621448469,0.2186349350309515,-0.23199892465239996,-1.0,0.0,ArrowHead,predicted,Predicted-class saliency
25,0.1,random,global_mean,0,0,0,-0.013363989621448469,,-0.18619695261823144,-0.6,0.0,ArrowHead,predicted,Predicted-class saliency
26,0.1,top,global_mean,0,0,0,0.5256110226775565,0.668816220920148,-0.14320519824259148,-0.2724541906653504,0.0,ArrowHead,predicted,Predicted-class saliency
26,0.1,bottom,global_mean,0,0,0,0.5256110226775565,0.6531528691539472,-0.12754184647639066,-0.2426539747448525,0.0,ArrowHead,predicted,Predicted-class saliency
26,0.1,random,global_mean,0,0,0,0.5256110226775565,,0.031092933389817567,0.0591556738588758,0.0,ArrowHead,predicted,Predicted-class saliency
28,0.1,top,global_mean,0,0,0,0.061643207645900255,0.1434133840787039,-0.08177017643280365,-1.0,0.0,ArrowHead,predicted,Predicted-class saliency
28,0.1,bottom,global_mean,0,0,0,0.061643207645900255,0.22916463527064984,-0.16752142762474959,-1.0,0.0,ArrowHead,predicted,Predicted-class saliency
28,0.1,random,global_mean,0,0,0,0.061643207645900255,,-0.11702324155082348,-0.9003816459958871,0.0,ArrowHead,predicted,Predicted-class saliency
29,0.1,top,global_mean,0,0,0,-0.1563405886152166,-0.03946279832108657,-0.11687779029413004,-0.747579651258286,0.0,ArrowHead,predicted,Predicted-class saliency
29,0.1,bottom,global_mean,0,0,0,-0.1563405886152166,0.19348074605029314,-0.34982133466550974,-1.0,0.0,ArrowHead,predicted,Predicted-class saliency
29,0.1,random,global_mean,0,0,0,-0.1563405886152166,,-0.223295260134644,-0.7245718428709618,0.2,ArrowHead,predicted,Predicted-class saliency
30,0.1,top,global_mean,0,0,0,0.06023226618703337,0.244613853710616,-0.18438158752358264,-1.0,0.0,ArrowHead,predicted,Predicted-class saliency
30,0.1,bottom,global_mean,0,0,0,0.06023226618703337,0.4503217327470778,-0.39008946656004445,-1.0,0.0,ArrowHead,predicted,Predicted-class saliency
30,0.1,random,global_mean,0,0,0,0.06023226618703337,,-0.07484026085526826,-0.4774300175736485,0.0,ArrowHead,predicted,Predicted-class saliency
4,0.1,top,global_mean,0,0,0,0.8235168391302439,0.5540757702319223,0.26944106889832153,0.32718303853974917,0.0,ArrowHead,margin,Margin saliency
4,0.1,bottom,global_mean,0,0,0,0.8235168391302439,0.5643964503106973,0.2591203888195466,0.31465060804659173,0.0,ArrowHead,margin,Margin saliency
4,0.1,random,global_mean,0,0,0,0.8235168391302439,,0.03990704914112264,0.04845924064410112,0.0,ArrowHead,margin,Margin saliency
5,0.1,top,global_mean,0,0,0,0.2965764383739012,-0.1386985248763354,0.4352749632502366,1.0,0.0,ArrowHead,margin,Margin saliency
5,0.1,bottom,global_mean,0,0,0,0.2965764383739012,0.5660780722117673,-0.26950163383786613,-0.9087057846190578,0.0,ArrowHead,margin,Margin saliency
5,0.1,random,global_mean,0,0,0,0.2965764383739012,,-0.05693203584478459,-0.19196347556623383,0.0,ArrowHead,margin,Margin saliency
6,0.1,top,global_mean,0,0,2,-0.034957144061487366,-0.11979796655891747,0.08484082249743011,1.0,1.0,ArrowHead,margin,Margin saliency
