sample_idx,fraction,mode,perturbation,true_label,base_pred,masked_pred,score_before,score_after,score_drop,bounded_relative_score_drop,flipped,dataset,variant,variant_label
0,0.1,top,global_mean,9,9,0,-0.24011086874970822,-0.4901414353314629,0.2500305665817547,1.0,1.0,ACSF1,predicted,Predicted-class saliency
0,0.1,bottom,global_mean,9,9,0,-0.24011086874970822,-0.3847397972852379,0.14462892853552967,0.6023397730759006,1.0,ACSF1,predicted,Predicted-class saliency
0,0.1,random,global_mean,9,9,2,-0.24011086874970822,,0.32253310438752997,0.8926196629171091,1.0,ACSF1,predicted,Predicted-class saliency
1,0.1,top,global_mean,9,9,9,0.10252593033875101,0.0525697765047175,0.04995615383403351,0.4872490931794933,0.0,ACSF1,predicted,Predicted-class saliency
1,0.1,bottom,global_mean,9,9,0,0.10252593033875101,-0.47244104299532164,0.5749669733340727,1.0,1.0,ACSF1,predicted,Predicted-class saliency
1,0.1,random,global_mean,9,9,5,0.10252593033875101,,0.31882843132777366,0.8438758481776724,0.4,ACSF1,predicted,Predicted-class saliency
2,0.1,top,global_mean,9,9,0,-0.20661744202567245,-0.5774403858715694,0.370822943845897,1.0,1.0,ACSF1,predicted,Predicted-class saliency
2,0.1,bottom,global_mean,9,9,0,-0.20661744202567245,-0.42426833066483255,0.2176508886391601,1.0,1.0,ACSF1,predicted,Predicted-class saliency
2,0.1,random,global_mean,9,9,1,-0.20661744202567245,,0.1904495939142582,0.8475791269250326,1.0,ACSF1,predicted,Predicted-class saliency
3,0.1,top,global_mean,9,9,9,0.3065167185412979,0.2525387744904338,0.05397794405086409,0.17610056706588564,0.0,ACSF1,predicted,Predicted-class saliency
3,0.1,bottom,global_mean,9,9,9,0.3065167185412979,-0.05576250575327868,0.3622792242945766,1.0,0.0,ACSF1,predicted,Predicted-class saliency
3,0.1,random,global_mean,9,9,8,0.3065167185412979,,0.40136886941109884,0.8191940783668887,0.4,ACSF1,predicted,Predicted-class saliency
4,0.1,top,global_mean,9,9,0,0.057292439683925944,-0.3514360412449581,0.40872848092888403,1.0,1.0,ACSF1,predicted,Predicted-class saliency
4,0.1,bottom,global_mean,9,9,0,0.057292439683925944,-0.3586844193339671,0.41597685901789305,1.0,1.0,ACSF1,predicted,Predicted-class saliency
4,0.1,random,global_mean,9,9,5,0.057292439683925944,,0.3033583834701528,1.0,0.4,ACSF1,predicted,Predicted-class saliency
5,0.1,top,global_mean,9,9,9,0.11548665576857353,-0.14305235011547446,0.258539005884048,1.0,0.0,ACSF1,predicted,Predicted-class saliency
5,0.1,bottom,global_mean,9,9,9,0.11548665576857353,0.05406614813628041,0.06142050763229312,0.5318361276236664,0.0,ACSF1,predicted,Predicted-class saliency
5,0.1,random,global_mean,9,9,2,0.11548665576857353,,0.4284319569592833,0.8917927204761182,0.8,ACSF1,predicted,Predicted-class saliency
6,0.1,top,global_mean,9,9,0,-0.1337836204121584,-0.47998268969794544,0.34619906928578703,1.0,1.0,ACSF1,predicted,Predicted-class saliency
6,0.1,bottom,global_mean,9,9,5,-0.1337836204121584,-0.45402972713373,0.3202461067215716,1.0,1.0,ACSF1,predicted,Predicted-class saliency
6,0.1,random,global_mean,9,9,3,-0.1337836204121584,,0.24045353601772793,0.8825040436062377,0.8,ACSF1,predicted,Predicted-class saliency
7,0.1,top,global_mean,9,9,0,0.2050873343847407,-0.3877387019273709,0.5928260363121116,1.0,1.0,ACSF1,predicted,Predicted-class saliency
7,0.1,bottom,global_mean,9,9,0,0.2050873343847407,-0.4006195562836054,0.605706890668346,1.0,1.0,ACSF1,predicted,Predicted-class saliency
7,0.1,random,global_mean,9,9,5,0.2050873343847407,,0.3607412392105495,0.8608671655397367,0.4,ACSF1,predicted,Predicted-class saliency
8,0.1,top,global_mean,9,9,9,0.5253975929330251,0.23216136499955187,0.29323622793347326,0.5581214565050298,0.0,ACSF1,predicted,Predicted-class saliency
8,0.1,bottom,global_mean,9,9,0,0.5253975929330251,-0.08362682064709448,0.6090244135801196,1.0,1.0,ACSF1,predicted,Predicted-class saliency
8,0.1,random,global_mean,9,9,7,0.5253975929330251,,0.48477110237328647,0.8126388607516818,0.2,ACSF1,predicted,Predicted-class saliency
9,0.1,top,global_mean,9,9,0,-0.07869626444969213,-0.4502566347232658,0.3715603702735737,1.0,1.0,ACSF1,predicted,Predicted-class saliency
9,0.1,bottom,global_mean,9,9,9,-0.07869626444969213,-0.29421551919940014,0.215519254749708,1.0,0.0,ACSF1,predicted,Predicted-class saliency
9,0.1,random,global_mean,9,9,5,-0.07869626444969213,,0.25552243266997643,0.974362100207504,0.4,ACSF1,predicted,Predicted-class saliency
10,0.1,top,global_mean,3,3,0,0.12158392151848163,-0.18476756779274617,0.3063514893112278,1.0,1.0,ACSF1,predicted,Predicted-class saliency
10,0.1,bottom,global_mean,3,3,3,0.12158392151848163,0.13171494479636425,-0.010131023277882623,-0.0833246684815489,0.0,ACSF1,predicted,Predicted-class saliency
10,0.1,random,global_mean,3,3,3,0.12158392151848163,,0.17911782040651217,0.9202398860852327,0.0,ACSF1,predicted,Predicted-class saliency
11,0.1,top,global_mean,3,3,3,0.7014108775291712,0.3955458217656713,0.30586505576349987,0.4360705393825886,0.0,ACSF1,predicted,Predicted-class saliency
11,0.1,bottom,global_mean,3,3,3,0.7014108775291712,0.529359166850345,0.1720517106788262,0.24529340918050063,0.0,ACSF1,predicted,Predicted-class saliency
11,0.1,random,global_mean,3,3,3,0.7014108775291712,,0.26033571097170977,0.3711595416501663,0.0,ACSF1,predicted,Predicted-class saliency
12,0.1,top,global_mean,3,3,3,0.781479031779154,0.22802597615448894,0.5534530556246651,0.7082113849597,0.0,ACSF1,predicted,Predicted-class saliency
12,0.1,bottom,global_mean,3,3,3,0.781479031779154,0.5551429673663029,0.22633606441285115,0.2896248851011124,0.0,ACSF1,predicted,Predicted-class saliency
12,0.1,random,global_mean,3,3,3,0.781479031779154,,0.3211617892331609,0.41096608508599886,0.0,ACSF1,predicted,Predicted-class saliency
13,0.1,top,global_mean,3,3,3,0.20983441571638273,0.21857976535807344,-0.008745349641690714,-0.041677185959452544,0.0,ACSF1,predicted,Predicted-class saliency
13,0.1,bottom,global_mean,3,3,3,0.20983441571638273,0.03349506616547182,0.1763393495509109,0.8403698153092245,0.0,ACSF1,predicted,Predicted-class saliency
13,0.1,random,global_mean,3,3,3,0.20983441571638273,,0.15250428366153126,0.6326003432535112,0.0,ACSF1,predicted,Predicted-class saliency
14,0.1,top,global_mean,3,3,3,0.44305601921978943,0.239405009414295,0.20365100980549444,0.4596496635221308,0.0,ACSF1,predicted,Predicted-class saliency
14,0.1,bottom,global_mean,3,3,3,0.44305601921978943,0.3211186790341831,0.12193734018560631,0.27521816582509956,0.0,ACSF1,predicted,Predicted-class saliency
14,0.1,random,global_mean,3,3,3,0.44305601921978943,,0.1656765859958608,0.37393964841729055,0.0,ACSF1,predicted,Predicted-class saliency
15,0.1,top,global_mean,3,3,3,0.5687698367743483,0.030088593076882386,0.538681243697466,0.947097159116792,0.0,ACSF1,predicted,Predicted-class saliency
15,0.1,bottom,global_mean,3,3,3,0.5687698367743483,0.36211194764954846,0.20665788912479988,0.363341218928896,0.0,ACSF1,predicted,Predicted-class saliency
15,0.1,random,global_mean,3,3,3,0.5687698367743483,,0.32439311026248496,0.5703406175010749,0.0,ACSF1,predicted,Predicted-class saliency
16,0.1,top,global_mean,3,3,3,0.4611405159433484,0.12170536449376179,0.3394351514495866,0.7360758893182944,0.0,ACSF1,predicted,Predicted-class saliency
