sample_idx,fraction,mode,perturbation,true_label,base_pred,masked_pred,score_before,score_after,score_drop,bounded_relative_score_drop,flipped,dataset,variant,variant_label
0,0.1,top,global_mean,10,10,10,0.683431756648817,0.3982632059003196,0.28516855074849734,0.41725912019027156,0.0,GestureMidAirD3,predicted,Predicted-class saliency
0,0.1,bottom,global_mean,10,10,10,0.683431756648817,0.5246294612288714,0.1588022954199455,0.2323597952761669,0.0,GestureMidAirD3,predicted,Predicted-class saliency
0,0.1,random,global_mean,10,10,10,0.683431756648817,,0.20157857209604946,0.2949501178206343,0.0,GestureMidAirD3,predicted,Predicted-class saliency
4,0.1,top,global_mean,18,18,18,0.13563215956957975,0.12503905792686454,0.010593101642715208,0.07810111978760587,0.0,GestureMidAirD3,predicted,Predicted-class saliency
4,0.1,bottom,global_mean,18,18,18,0.13563215956957975,0.3241264129302557,-0.18849425336067593,-1.0,0.0,GestureMidAirD3,predicted,Predicted-class saliency
4,0.1,random,global_mean,18,18,18,0.13563215956957975,,0.027314038175035527,0.20391181959999516,0.0,GestureMidAirD3,predicted,Predicted-class saliency
7,0.1,top,global_mean,10,10,10,1.1882125217576092,0.6627598296219385,0.5254526921356707,0.44222076463026566,0.0,GestureMidAirD3,predicted,Predicted-class saliency
7,0.1,bottom,global_mean,10,10,10,1.1882125217576092,0.993345805774266,0.19486671598334315,0.16399974618627106,0.0,GestureMidAirD3,predicted,Predicted-class saliency
7,0.1,random,global_mean,10,10,10,1.1882125217576092,,0.2630852881409224,0.221412467812827,0.0,GestureMidAirD3,predicted,Predicted-class saliency
8,0.1,top,global_mean,10,10,10,0.514740720513415,0.32224998925140735,0.19249073126200766,0.37395595420167815,0.0,GestureMidAirD3,predicted,Predicted-class saliency
8,0.1,bottom,global_mean,10,10,10,0.514740720513415,0.46491152560246907,0.04982919491094595,0.09680426692680978,0.0,GestureMidAirD3,predicted,Predicted-class saliency
8,0.1,random,global_mean,10,10,10,0.514740720513415,,0.19044839529210694,0.36998826343850544,0.0,GestureMidAirD3,predicted,Predicted-class saliency
9,0.1,top,global_mean,16,16,25,-0.25032999843075254,-0.4550620899100861,0.20473209147933358,0.8178455435512807,1.0,GestureMidAirD3,predicted,Predicted-class saliency
9,0.1,bottom,global_mean,16,16,16,-0.25032999843075254,-0.3556753585213913,0.10534536009063877,0.4208242716683759,0.0,GestureMidAirD3,predicted,Predicted-class saliency
9,0.1,random,global_mean,16,16,20,-0.25032999843075254,,0.14055219521558882,0.5614654041915184,0.4,GestureMidAirD3,predicted,Predicted-class saliency
11,0.1,top,global_mean,8,8,4,-0.29589627786660566,-0.5769278413999679,0.2810315635333622,0.9497605573108886,1.0,GestureMidAirD3,predicted,Predicted-class saliency
11,0.1,bottom,global_mean,8,8,8,-0.29589627786660566,-0.18460940307701101,-0.11128687478959465,-0.3760996910548269,0.0,GestureMidAirD3,predicted,Predicted-class saliency
11,0.1,random,global_mean,8,8,8,-0.29589627786660566,,0.07308802563322923,0.24700472461317563,0.0,GestureMidAirD3,predicted,Predicted-class saliency
15,0.1,top,global_mean,12,12,25,-0.36981884864573034,-0.6066894549842422,0.23687060633851187,0.6405026858507602,1.0,GestureMidAirD3,predicted,Predicted-class saliency
15,0.1,bottom,global_mean,12,12,12,-0.36981884864573034,-0.3958529220721255,0.026034073426395188,0.07039663642103369,0.0,GestureMidAirD3,predicted,Predicted-class saliency
15,0.1,random,global_mean,12,12,17,-0.36981884864573034,,0.05774502433541484,0.15614365899200774,0.4,GestureMidAirD3,predicted,Predicted-class saliency
