sample_idx,fraction,mode,perturbation,true_label,base_pred,masked_pred,score_before,score_after,score_drop,bounded_relative_score_drop,flipped,dataset,variant,variant_label
0,0.1,top,global_mean,0,0,0,0.8620459252861296,0.5389073347324828,0.3231385905536468,0.3748503487166792,0.0,Earthquakes,predicted,Predicted-class saliency
0,0.1,bottom,global_mean,0,0,0,0.8620459252861296,0.8846505434158498,-0.022604618129720255,-0.0262220274403477,0.0,Earthquakes,predicted,Predicted-class saliency
0,0.1,random,global_mean,0,0,0,0.8620459252861296,,0.24090888818553147,0.2794614551934853,0.0,Earthquakes,predicted,Predicted-class saliency
1,0.1,top,global_mean,1,1,0,0.04369842037850402,-0.06939706495784626,0.11309548533635028,1.0,1.0,Earthquakes,predicted,Predicted-class saliency
1,0.1,bottom,global_mean,1,1,1,0.04369842037850402,0.03268778905007952,0.011010631328424503,0.25196286891349,0.0,Earthquakes,predicted,Predicted-class saliency
1,0.1,random,global_mean,1,1,1,0.04369842037850402,,-0.03414794298968247,-0.04903458917919516,0.2,Earthquakes,predicted,Predicted-class saliency
2,0.1,top,global_mean,0,0,0,0.9226225334285547,0.6986449597997383,0.22397757362881643,0.24276160916521927,0.0,Earthquakes,predicted,Predicted-class saliency
2,0.1,bottom,global_mean,0,0,0,0.9226225334285547,0.6903240707105206,0.23229846271803412,0.25178033542542694,0.0,Earthquakes,predicted,Predicted-class saliency
2,0.1,random,global_mean,0,0,0,0.9226225334285547,,0.34704714649453094,0.37615249765510705,0.0,Earthquakes,predicted,Predicted-class saliency
3,0.1,top,global_mean,0,0,0,1.0054773910276955,0.6185891039827158,0.3868882870449797,0.38478031004678553,0.0,Earthquakes,predicted,Predicted-class saliency
3,0.1,bottom,global_mean,0,0,0,1.0054773910276955,0.877344999993496,0.1281323910341995,0.12743425634760375,0.0,Earthquakes,predicted,Predicted-class saliency
3,0.1,random,global_mean,0,0,0,1.0054773910276955,,0.1103905473519802,0.10978907984203465,0.0,Earthquakes,predicted,Predicted-class saliency
4,0.1,top,global_mean,0,0,0,0.6983361091194475,0.567573843019506,0.13076226609994157,0.1872480559780409,0.0,Earthquakes,predicted,Predicted-class saliency
4,0.1,bottom,global_mean,0,0,0,0.6983361091194475,0.7075314353111536,-0.009195326191706044,-0.013167460344905174,0.0,Earthquakes,predicted,Predicted-class saliency
4,0.1,random,global_mean,0,0,0,0.6983361091194475,,0.1428433368460183,0.20454782508426822,0.0,Earthquakes,predicted,Predicted-class saliency
5,0.1,top,global_mean,0,0,0,0.9409465091334319,0.5917706413047068,0.3491758678287251,0.37108963511715926,0.0,Earthquakes,predicted,Predicted-class saliency
5,0.1,bottom,global_mean,0,0,0,0.9409465091334319,0.9513992311660022,-0.010452722032570305,-0.011108719594992888,0.0,Earthquakes,predicted,Predicted-class saliency
5,0.1,random,global_mean,0,0,0,0.9409465091334319,,0.23064521893397658,0.24512017588142604,0.0,Earthquakes,predicted,Predicted-class saliency
6,0.1,top,global_mean,0,0,0,0.45873710749223984,0.38860781794964255,0.07012928954259728,0.15287434899613964,0.0,Earthquakes,predicted,Predicted-class saliency
6,0.1,bottom,global_mean,0,0,0,0.45873710749223984,0.4758000294666437,-0.017062921974403844,-0.03719534456747195,0.0,Earthquakes,predicted,Predicted-class saliency
6,0.1,random,global_mean,0,0,0,0.45873710749223984,,0.08523846160326062,0.18581072775756383,0.0,Earthquakes,predicted,Predicted-class saliency
7,0.1,top,global_mean,0,0,0,0.6141723508191077,0.4651426488570175,0.1490297019620902,0.2426508766024006,0.0,Earthquakes,predicted,Predicted-class saliency
7,0.1,bottom,global_mean,0,0,0,0.6141723508191077,0.44045959378771526,0.17371275703139244,0.28283994543188185,0.0,Earthquakes,predicted,Predicted-class saliency
7,0.1,random,global_mean,0,0,0,0.6141723508191077,,0.14272937849970396,0.23239265967718942,0.0,Earthquakes,predicted,Predicted-class saliency
9,0.1,top,global_mean,0,0,0,1.1469502544641297,0.7970301200209357,0.34992013444319403,0.30508718926043743,0.0,Earthquakes,predicted,Predicted-class saliency
9,0.1,bottom,global_mean,0,0,0,1.1469502544641297,1.0246984265350525,0.12225182792907718,0.1065885123306263,0.0,Earthquakes,predicted,Predicted-class saliency
9,0.1,random,global_mean,0,0,0,1.1469502544641297,,0.24767494692588193,0.21594199924529386,0.0,Earthquakes,predicted,Predicted-class saliency
10,0.1,top,global_mean,0,0,0,0.3539570858096005,0.08985518873100362,0.2641018970785969,0.746138900809463,0.0,Earthquakes,predicted,Predicted-class saliency
10,0.1,bottom,global_mean,0,0,0,0.3539570858096005,0.18505585512694822,0.16890123068265228,0.4771786193168274,0.0,Earthquakes,predicted,Predicted-class saliency
