dataset,sample_idx,true_label,pred_before,variant,variant_label,fraction,score_before,score_after,score_drop,bounded_relative_score_drop,flipped,window_length,window_start
SyntheticControl,0,0,0,max_only,Max-only,0.1,0.7863843122240124,0.3545067123949659,0.4318775998290465,0.5491933701147516,0,6,35
SyntheticControl,0,0,0,min_only,Min-only,0.1,0.7863843122240124,0.7222215035055881,0.06416280871842428,0.08159207416649542,0,6,47
SyntheticControl,0,0,0,min_activation_scaled,Activation-scaled min,0.1,0.7863843122240124,0.19375813443695822,0.5926261777870542,0.7536078924350976,0,6,21
SyntheticControl,0,0,0,combined,Combined,0.1,0.7863843122240124,0.3230715362518748,0.4633127759721376,0.5891676367426313,0,6,38
SyntheticControl,1,0,0,max_only,Max-only,0.1,0.8919367398645512,0.13695043159404752,0.7549863082705037,0.8464562878403992,0,6,16
SyntheticControl,1,0,0,min_only,Min-only,0.1,0.8919367398645512,0.8376681949018465,0.05426854496270472,0.060843422738167674,0,6,30
SyntheticControl,1,0,0,min_activation_scaled,Activation-scaled min,0.1,0.8919367398645512,0.18827440566870557,0.7036623341958457,0.7889141839683822,0,6,17
SyntheticControl,1,0,0,combined,Combined,0.1,0.8919367398645512,0.1369504264263216,0.7549863134382296,0.8464562936342183,0,6,16
SyntheticControl,2,0,0,max_only,Max-only,0.1,0.6130380288872759,0.29877834154755134,0.31425968733972454,0.5126259055808171,0,6,34
SyntheticControl,2,0,0,min_only,Min-only,0.1,0.6130380288872759,0.4300271079906799,0.18301092089659599,0.29853061921486174,0,6,14
SyntheticControl,2,0,0,min_activation_scaled,Activation-scaled min,0.1,0.6130380288872759,0.2987783460618203,0.3142596828254556,0.5126258982170626,0,6,34
SyntheticControl,2,0,0,combined,Combined,0.1,0.6130380288872759,0.2987783336673073,0.31425969521996855,0.5126259184352092,0,6,34
SyntheticControl,3,0,0,max_only,Max-only,0.1,0.415404265505245,0.28283179559206584,0.13257246991317917,0.3191400805955968,0,6,37
SyntheticControl,3,0,0,min_only,Min-only,0.1,0.415404265505245,0.27081194837439515,0.14459231713084986,0.3480753113588643,0,6,18
SyntheticControl,3,0,0,min_activation_scaled,Activation-scaled min,0.1,0.415404265505245,0.28283180421850096,0.13257246128674405,0.31914005982928534,0,6,37
SyntheticControl,3,0,0,combined,Combined,0.1,0.415404265505245,0.1144031757012689,0.3010010898039761,0.7245962311957638,0,6,41
SyntheticControl,4,0,0,max_only,Max-only,0.1,0.29349924107788716,0.21011484632681587,0.08338439475107129,0.2841033262693072,0,6,30
SyntheticControl,4,0,0,min_only,Min-only,0.1,0.29349924107788716,0.23025746421448678,0.06324177686340038,0.21547436087664984,0,6,47
SyntheticControl,4,0,0,min_activation_scaled,Activation-scaled min,0.1,0.29349924107788716,0.2101148475535095,0.08338439352437765,0.28410332208977523,0,6,30
SyntheticControl,4,0,0,combined,Combined,0.1,0.29349924107788716,0.17932473895611012,0.11417450212177704,0.3890099091655539,0,6,22
SyntheticControl,5,0,0,max_only,Max-only,0.1,1.2821062361477709,0.7647877737324351,0.5173184624153357,0.4034907906531085,0,6,30
SyntheticControl,5,0,0,min_only,Min-only,0.1,1.2821062361477709,1.1825579908132577,0.09954824533451312,0.07764424264043353,0,6,46
SyntheticControl,5,0,0,min_activation_scaled,Activation-scaled min,0.1,1.2821062361477709,1.120843874880462,0.16126236126730875,0.12577915225861985,0,6,28
SyntheticControl,5,0,0,combined,Combined,0.1,1.2821062361477709,1.0523575525127717,0.22974868363499912,0.1791961523634355,0,6,19
SyntheticControl,6,0,0,max_only,Max-only,0.1,0.7762283307921101,0.583996115938997,0.19223221485311304,0.24764873888100566,0,6,21
SyntheticControl,6,0,0,min_only,Min-only,0.1,0.7762283307921101,0.8262161550062261,-0.04998782421411607,-0.06439826766544052,0,6,1
