dataset,sample_idx,true_label,pred_before,variant,variant_label,fraction,score_before,score_after,score_drop,bounded_relative_score_drop,flipped,window_length,window_start
Plane,0,5,5,max_only,Max-only,0.1,1.0854521724887427,0.5178945399324062,0.5675576325563365,0.5228762022547986,0,14,122
Plane,0,5,5,min_only,Min-only,0.1,1.0854521724887427,0.6072819177560267,0.478170254732716,0.44052591751734477,0,14,77
Plane,0,5,5,min_activation_scaled,Activation-scaled min,0.1,1.0854521724887427,0.47046209039637965,0.614990082092363,0.5665744941187144,0,14,117
Plane,0,5,5,combined,Combined,0.1,1.0854521724887427,0.5790777323000087,0.506374440188734,0.46650970582886725,0,14,52
Plane,1,0,0,max_only,Max-only,0.1,0.8208583151037073,0.2869178573703315,0.5339404577333758,0.650465247709247,0,14,4
Plane,1,0,0,min_only,Min-only,0.1,0.8208583151037073,0.2579049394130891,0.5629533756906182,0.6858098158019863,0,14,111
Plane,1,0,0,min_activation_scaled,Activation-scaled min,0.1,0.8208583151037073,0.4069269123420306,0.4139314027616767,0.5042659505050273,0,14,116
Plane,1,0,0,combined,Combined,0.1,0.8208583151037073,0.25790493969915185,0.5629533754045555,0.6858098154534945,0,14,111
Plane,2,2,2,max_only,Max-only,0.1,1.0174330914649707,0.7680053627688167,0.24942772869615404,0.2451536967244837,0,14,126
Plane,2,2,2,min_only,Min-only,0.1,1.0174330914649707,0.7648703029029237,0.25256278856204706,0.2482350362355069,0,14,125
Plane,2,2,2,min_activation_scaled,Activation-scaled min,0.1,1.0174330914649707,0.6941355847095708,0.3232975067553999,0.3177576901221132,0,14,11
Plane,2,2,2,combined,Combined,0.1,1.0174330914649707,0.7648702996906193,0.2525627917743515,0.2482350393927674,0,14,125
Plane,3,4,4,max_only,Max-only,0.1,0.8986306845961369,0.5521739445694287,0.34645674002670823,0.3855380863656202,0,14,39
Plane,3,4,4,min_only,Min-only,0.1,0.8986306845961369,0.02600067371692527,0.8726300108792117,0.9710652604814274,0,14,55
Plane,3,4,4,min_activation_scaled,Activation-scaled min,0.1,0.8986306845961369,0.5799489764155634,0.3186817081805735,0.35462994866889813,0,14,37
Plane,3,4,4,combined,Combined,0.1,0.8986306845961369,0.026000672716258277,0.8726300118798787,0.9710652615949726,0,14,55
Plane,4,1,1,max_only,Max-only,0.1,0.9990254049982444,0.9485891626633182,0.05043624233492627,0.05048539466283166,0,14,122
Plane,4,1,1,min_only,Min-only,0.1,0.9990254049982444,0.8758649439183644,0.12316046107987999,0.12328048634519967,0,14,31
Plane,4,1,1,min_activation_scaled,Activation-scaled min,0.1,0.9990254049982444,0.5726916987930072,0.42633370620523725,0.42674918708078236,0,14,20
Plane,4,1,1,combined,Combined,0.1,0.9990254049982444,0.8758649459312352,0.12316045906700923,0.12328048433036728,0,14,31
Plane,5,3,3,max_only,Max-only,0.1,0.9849542067895823,0.6428244056370892,0.34212980115249314,0.3473556957657496,0,14,37
Plane,5,3,3,min_only,Min-only,0.1,0.9849542067895823,0.5807011624048602,0.4042530443847221,0.41042784646254815,0,14,38
Plane,5,3,3,min_activation_scaled,Activation-scaled min,0.1,0.9849542067895823,0.40379827796205425,0.5811559288275281,0.5900328510590649,0,14,27
Plane,5,3,3,combined,Combined,0.1,0.9849542067895823,0.5807011546104056,0.40425305217917673,0.41042785437605994,0,14,38
Plane,6,2,2,max_only,Max-only,0.1,0.9532671580912923,0.6185178829088639,0.33474927518242836,0.35115961058920653,0,14,124
Plane,6,2,2,min_only,Min-only,0.1,0.9532671580912923,0.6828847363865896,0.2703824217047026,0.28363731591127866,0,14,37
Plane,6,2,2,min_activation_scaled,Activation-scaled min,0.1,0.9532671580912923,0.6793263575695915,0.2739408005217008,0.28737013630058345,0,14,9
Plane,6,2,2,combined,Combined,0.1,0.9532671580912923,0.6371610193688227,0.3161061387224695,0.33160253601190437,0,14,125
Plane,7,1,1,max_only,Max-only,0.1,1.056504482832608,1.0185406474973977,0.037963835335210305,0.035933401153229294,0,14,122
Plane,7,1,1,min_only,Min-only,0.1,1.056504482832608,0.9995975545202739,0.056906928312334126,0.053863353514986376,0,14,33
Plane,7,1,1,min_activation_scaled,Activation-scaled min,0.1,1.056504482832608,0.6406062848084203,0.4158981980241877,0.39365455720032677,0,14,21
Plane,7,1,1,combined,Combined,0.1,1.056504482832608,0.9995975674713798,0.05690691536122816,0.05386334125654931,0,14,33
Plane,8,3,3,max_only,Max-only,0.1,1.0102809369857284,0.6781256252479034,0.332155311737825,0.3287748692497084,0,14,34
Plane,8,3,3,min_only,Min-only,0.1,1.0102809369857284,0.5360849937278257,0.4741959432579027,0.46936991140583106,0,14,38
Plane,8,3,3,min_activation_scaled,Activation-scaled min,0.1,1.0102809369857284,0.677361622615103,0.3329193143706254,0.3295310964025761,0,14,100
Plane,8,3,3,combined,Combined,0.1,1.0102809369857284,0.5622131616443412,0.4480677753413872,0.4435076575537317,0,14,37
Plane,9,2,2,max_only,Max-only,0.1,0.8340353356941576,0.5988879982278227,0.23514733746633487,0.281938960453833,0,14,28
Plane,9,2,2,min_only,Min-only,0.1,0.8340353356941576,0.5317626017798388,0.30227273391431875,0.3624215408585779,0,14,125
Plane,9,2,2,min_activation_scaled,Activation-scaled min,0.1,0.8340353356941576,0.613146514458122,0.2208888212360356,0.26484316304060385,0,14,9
Plane,9,2,2,combined,Combined,0.1,0.8340353356941576,0.5317625973036771,0.3022727383904804,0.3624215462254444,0,14,125
Plane,10,1,1,max_only,Max-only,0.1,1.0366928458395095,0.9178854034452592,0.11880744239425034,0.11460224527332916,0,14,8
Plane,10,1,1,min_only,Min-only,0.1,1.0366928458395095,0.9595549074761583,0.07713793836335114,0.07440763603731557,0,14,33
Plane,10,1,1,min_activation_scaled,Activation-scaled min,0.1,1.0366928458395095,0.6824104294691725,0.35428241637033697,0.3417425672894208,0,14,19
Plane,10,1,1,combined,Combined,0.1,1.0366928458395095,0.9595549099052251,0.07713793593428442,0.07440763369422582,0,14,33
Plane,11,2,2,max_only,Max-only,0.1,0.925149295984007,0.611444914008585,0.31370438197542194,0.3390847771839711,0,14,34
Plane,11,2,2,min_only,Min-only,0.1,0.925149295984007,0.6380982427813914,0.2870510532026156,0.3102750487663226,0,14,125
Plane,11,2,2,min_activation_scaled,Activation-scaled min,0.1,0.925149295984007,0.6417626799277655,0.2833866160562415,0.3063141386717347,0,14,10
Plane,11,2,2,combined,Combined,0.1,0.925149295984007,0.6380982381153976,0.2870510578686094,0.3102750538098208,0,14,125
Plane,12,5,5,max_only,Max-only,0.1,0.8915438175319077,0.3351309564176552,0.5564128611142525,0.6240997089238746,0,14,122
Plane,12,5,5,min_only,Min-only,0.1,0.8915438175319077,0.39810003772140035,0.49344377981050735,0.5534705267835258,0,14,54
Plane,12,5,5,min_activation_scaled,Activation-scaled min,0.1,0.8915438175319077,0.27214555190903955,0.6193982656228681,0.6947471999641794,0,14,118
Plane,12,5,5,combined,Combined,0.1,0.8915438175319077,0.2535618971530853,0.6379819203788224,0.7155915303786615,0,14,53
Plane,13,3,3,max_only,Max-only,0.1,1.036934724941215,0.6352727936720474,0.4016619312691677,0.3873547044508842,0,14,38
Plane,13,3,3,min_only,Min-only,0.1,1.036934724941215,0.6352727821520358,0.4016619427891793,0.3873547155605522,0,14,38
Plane,13,3,3,min_activation_scaled,Activation-scaled min,0.1,1.036934724941215,0.48528872233864406,0.551646002602571,0.5319963323993341,0,14,26
Plane,13,3,3,combined,Combined,0.1,1.036934724941215,0.6352727869439442,0.4016619379972709,0.3873547109393319,0,14,38
Plane,14,2,2,max_only,Max-only,0.1,0.8367895139590632,0.6427335383349052,0.194055975624158,0.23190508542697394,0,14,126
Plane,14,2,2,min_only,Min-only,0.1,0.8367895139590632,0.6403718830913844,0.19641763086767883,0.23472736317047663,0,14,125
Plane,14,2,2,min_activation_scaled,Activation-scaled min,0.1,0.8367895139590632,0.5959275027335366,0.24086201122552664,0.2878402744863213,0,14,10
Plane,14,2,2,combined,Combined,0.1,0.8367895139590632,0.6403718828079442,0.196417631151119,0.2347273635091996,0,14,125
Plane,15,4,4,max_only,Max-only,0.1,0.9384283229796826,0.2795073159678263,0.6589210070118563,0.702153045388291,0,14,57
Plane,15,4,4,min_only,Min-only,0.1,0.9384283229796826,-0.049423730680535405,0.987852053660218,1.0,1,14,67
Plane,15,4,4,min_activation_scaled,Activation-scaled min,0.1,0.9384283229796826,0.99480130933849,-0.056372986358807387,-0.06007163776576479,0,14,130
Plane,15,4,4,combined,Combined,0.1,0.9384283229796826,-0.07415346363149311,1.0125817866111757,1.0,1,14,65
Plane,16,3,3,max_only,Max-only,0.1,0.9989868084094303,0.578958442333478,0.4200283660759523,0.42045394602433994,0,14,38
