dataset,sample_idx,true_label,pred_before,variant,variant_label,fraction,score_before,score_after,score_drop,bounded_relative_score_drop,flipped,window_length,window_start
GesturePebbleZ1,0,0,0,max_only,Max-only,0.1,0.2708720326748917,0.37316965211982167,-0.10229761944492999,-0.3776589291105625,0,46,21
GesturePebbleZ1,0,0,0,min_only,Min-only,0.1,0.2708720326748917,0.24931866403298175,0.02155336864190993,0.07957000528649452,0,46,72
GesturePebbleZ1,0,0,0,min_activation_scaled,Activation-scaled min,0.1,0.2708720326748917,0.07109682416496377,0.19977520850992792,0.7375234313181074,0,46,109
GesturePebbleZ1,0,0,0,combined,Combined,0.1,0.2708720326748917,0.07007847412004842,0.20079355855484327,0.7412829419451309,0,46,104
GesturePebbleZ1,1,0,0,max_only,Max-only,0.1,0.609688255927484,0.5382194888615272,0.07146876706595684,0.11722162785571094,0,46,15
GesturePebbleZ1,1,0,0,min_only,Min-only,0.1,0.609688255927484,0.2505626654947235,0.3591255904327605,0.589030538001599,0,46,75
GesturePebbleZ1,1,0,0,min_activation_scaled,Activation-scaled min,0.1,0.609688255927484,0.40005662286843824,0.20963163305904575,0.3438335693486112,0,46,95
GesturePebbleZ1,1,0,0,combined,Combined,0.1,0.609688255927484,0.4165119482351872,0.19317630769229677,0.3168438771295537,0,46,91
GesturePebbleZ1,2,0,0,max_only,Max-only,0.1,0.4055814740930602,0.33380906270539656,0.07177241138766366,0.1769613234599373,0,46,0
GesturePebbleZ1,2,0,0,min_only,Min-only,0.1,0.4055814740930602,-0.24224588890105758,0.6478273629941178,1.0,1,46,92
GesturePebbleZ1,2,0,0,min_activation_scaled,Activation-scaled min,0.1,0.4055814740930602,-0.00513485241248135,0.4107163265055416,1.0,1,46,114
GesturePebbleZ1,2,0,0,combined,Combined,0.1,0.4055814740930602,0.21111319673016238,0.19446827736289785,0.4794789957277035,0,46,35
GesturePebbleZ1,3,0,0,max_only,Max-only,0.1,0.13971972333120963,-0.043151275216199436,0.18287099854740907,1.0,0,46,0
GesturePebbleZ1,3,0,0,min_only,Min-only,0.1,0.13971972333120963,0.38133658676880644,-0.2416168634375968,-1.0,0,46,36
GesturePebbleZ1,3,0,0,min_activation_scaled,Activation-scaled min,0.1,0.13971972333120963,-0.15112368621132077,0.2908434095425304,1.0,0,46,120
GesturePebbleZ1,3,0,0,combined,Combined,0.1,0.13971972333120963,0.09565882520352142,0.04406089812768821,0.3153497711519953,0,46,220
GesturePebbleZ1,4,0,0,max_only,Max-only,0.1,0.5933159664987336,0.5725528544442117,0.02076311205452197,0.03499497440137048,0,46,33
GesturePebbleZ1,4,0,0,min_only,Min-only,0.1,0.5933159664987336,0.3288117803943865,0.2645041861043471,0.4458058694414761,0,46,96
GesturePebbleZ1,4,0,0,min_activation_scaled,Activation-scaled min,0.1,0.5933159664987336,0.3478782322405142,0.24543773425821946,0.4136705135984735,0,46,1
GesturePebbleZ1,4,0,0,combined,Combined,0.1,0.5933159664987336,0.3287747284595034,0.26454123803923024,0.4458683182453621,0,46,102
GesturePebbleZ1,5,0,0,max_only,Max-only,0.1,0.253680269249829,0.11989385820001053,0.13378641104981848,0.5273799340623122,0,46,10
