cluster,cluster_name,method_a,method_b,fraction,mean_iou,median_iou,mean_overlap_fraction,mean_score_drop_a,mean_score_drop_b,n_samples,n_datasets
0,High-frequency / high-curvature,feature_ablation,mrsqm,0.05,0.03125,0.0,0.03125,0.17843564159422054,0.021384091503644866,160,8
0,High-frequency / high-curvature,feature_ablation,mrsqm,0.1,0.11025641025641027,0.0,0.11856617647058823,0.21420492210512504,0.058186262245489104,160,8
0,High-frequency / high-curvature,feature_ablation,mrsqm,0.2,0.1781135531135531,0.0,0.20232843137254902,0.22128392040604977,0.11505566048835884,160,8
0,High-frequency / high-curvature,feature_ablation,tshap_centroid,0.05,0.1490172713442714,0.0,0.1840810429106662,0.17843564159422054,0.1999309371685614,160,8
0,High-frequency / high-curvature,feature_ablation,tshap_centroid,0.1,0.20173913033170554,0.0,0.24261592633628792,0.21420492210512504,0.19958901363282294,160,8
0,High-frequency / high-curvature,feature_ablation,tshap_centroid,0.2,0.2800368832114667,0.0,0.3274737722714657,0.22128392040604977,0.20382412574667774,160,8
0,High-frequency / high-curvature,feature_ablation,tshap_zero,0.05,0.081229163106222,0.0,0.09684684170471843,0.17843564159422054,0.1421733523582331,160,8
0,High-frequency / high-curvature,feature_ablation,tshap_zero,0.1,0.11504784950389227,0.0,0.13941409817351597,0.21420492210512504,0.22691468816199256,160,8
0,High-frequency / high-curvature,feature_ablation,tshap_zero,0.2,0.1846538929867964,0.0,0.23383158882845376,0.22128392040604977,0.2295033725889898,160,8
0,High-frequency / high-curvature,hydra,feature_ablation,0.05,0.19925807963834985,0.0,0.24397610057370334,0.12925638159242123,0.17843564159422054,160,8
0,High-frequency / high-curvature,hydra,feature_ablation,0.1,0.19125873119712736,0.0,0.23337094301190797,0.06673892063754047,0.21420492210512504,160,8
0,High-frequency / high-curvature,hydra,feature_ablation,0.2,0.28709210518328365,0.0404062870699881,0.341698343349897,0.13950768778432895,0.22128392040604977,160,8
0,High-frequency / high-curvature,hydra,mrsqm,0.05,0.017914324675887723,0.0,0.025620653319283454,0.12925638159242123,0.021384091503644866,160,8
0,High-frequency / high-curvature,hydra,mrsqm,0.1,0.14090851528508858,0.0,0.16665300161160354,0.06673892063754047,0.058186262245489104,160,8
0,High-frequency / high-curvature,hydra,mrsqm,0.2,0.2406510201486916,0.0,0.26819051895872503,0.13950768778432895,0.11505566048835884,160,8
0,High-frequency / high-curvature,hydra,shapley_sampling,0.05,0.142394010013477,0.0,0.17667054501814777,0.12925638159242123,0.1010156438816177,160,8
0,High-frequency / high-curvature,hydra,shapley_sampling,0.1,0.18454706611540633,0.0,0.2275574077804638,0.06673892063754047,0.19266200101692288,160,8
0,High-frequency / high-curvature,hydra,shapley_sampling,0.2,0.20583176965381772,0.0,0.24906482507386518,0.13950768778432895,0.25892844207675364,160,8
0,High-frequency / high-curvature,hydra,tshap_centroid,0.05,0.22016242724122903,0.0,0.25739828474417514,0.12925638159242123,0.1999309371685614,160,8
0,High-frequency / high-curvature,hydra,tshap_centroid,0.1,0.20461810474505335,0.0,0.24906470756110663,0.06673892063754047,0.19958901363282294,160,8
0,High-frequency / high-curvature,hydra,tshap_centroid,0.2,0.3429115372268221,0.11979275477374335,0.3963912181596383,0.13950768778432895,0.20382412574667774,160,8
0,High-frequency / high-curvature,hydra,tshap_zero,0.05,0.08672727253584607,0.0,0.09455698249619482,0.12925638159242123,0.1421733523582331,160,8
0,High-frequency / high-curvature,hydra,tshap_zero,0.1,0.04216321405743366,0.0,0.05108285768645358,0.06673892063754047,0.22691468816199256,160,8
0,High-frequency / high-curvature,hydra,tshap_zero,0.2,0.10347353799028243,0.0,0.13690317088593426,0.13950768778432895,0.2295033725889898,160,8
0,High-frequency / high-curvature,shapley_sampling,feature_ablation,0.05,0.3375,0.0,0.3375,0.1010156438816177,0.17843564159422054,160,8
0,High-frequency / high-curvature,shapley_sampling,feature_ablation,0.1,0.2857292598620764,0.0,0.30686274509803924,0.19266200101692288,0.21420492210512504,160,8
0,High-frequency / high-curvature,shapley_sampling,feature_ablation,0.2,0.33411572199730094,0.0,0.37239583333333337,0.25892844207675364,0.22128392040604977,160,8
0,High-frequency / high-curvature,shapley_sampling,mrsqm,0.05,0.08125,0.0,0.08125,0.1010156438816177,0.021384091503644866,160,8
0,High-frequency / high-curvature,shapley_sampling,mrsqm,0.1,0.13541666666666669,0.0,0.14375,0.19266200101692288,0.058186262245489104,160,8
0,High-frequency / high-curvature,shapley_sampling,mrsqm,0.2,0.19654761904761903,0.0,0.21982230392156862,0.25892844207675364,0.11505566048835884,160,8
0,High-frequency / high-curvature,shapley_sampling,tshap_centroid,0.05,0.11038125356280845,0.0,0.13675006585879873,0.1010156438816177,0.1999309371685614,160,8
0,High-frequency / high-curvature,shapley_sampling,tshap_centroid,0.1,0.1359955649625979,0.0,0.17010587619751097,0.19266200101692288,0.19958901363282294,160,8
0,High-frequency / high-curvature,shapley_sampling,tshap_centroid,0.2,0.20646890674789833,0.0,0.24439699027442024,0.25892844207675364,0.20382412574667774,160,8
0,High-frequency / high-curvature,shapley_sampling,tshap_zero,0.05,0.05004498674015917,0.0,0.06108770928462709,0.1010156438816177,0.1421733523582331,160,8
0,High-frequency / high-curvature,shapley_sampling,tshap_zero,0.1,0.10401155637738595,0.0,0.1212384641642045,0.19266200101692288,0.22691468816199256,160,8
