sample_idx,fraction,mode,perturbation,true_label,base_pred,masked_pred,score_before,score_after,score_drop,bounded_relative_score_drop,flipped,dataset,model
0,0.05,top,global_mean,1,1,1,0.8565927753517941,0.6080819544288052,0.24851082092298893,0.29011513750602275,0.0,DistalPhalanxOutlineAgeGroup,HYDRA
0,0.05,bottom,global_mean,1,1,1,0.8565927753517941,0.6518597579948926,0.20473301735690153,0.23900829453590158,0.0,DistalPhalanxOutlineAgeGroup,HYDRA
0,0.05,random,global_mean,1,1,1,0.8565927753517941,,0.3696763904623238,0.43156558114200816,0.0,DistalPhalanxOutlineAgeGroup,HYDRA
0,0.1,top,global_mean,1,1,1,0.8565927753517941,0.23292729167766874,0.6236654836741253,0.7280761331915965,0.0,DistalPhalanxOutlineAgeGroup,HYDRA
0,0.1,bottom,global_mean,1,1,1,0.8565927753517941,0.7536471232077964,0.10294565214399776,0.12018024775129733,0.0,DistalPhalanxOutlineAgeGroup,HYDRA
0,0.1,random,global_mean,1,1,1,0.8565927753517941,,0.3458702483895525,0.4037739455292063,0.0,DistalPhalanxOutlineAgeGroup,HYDRA
0,0.2,top,global_mean,1,1,1,0.8565927753517941,0.06188479740569691,0.7947079779460973,0.9277536223278285,0.0,DistalPhalanxOutlineAgeGroup,HYDRA
0,0.2,bottom,global_mean,1,1,2,0.8565927753517941,-0.10655484287441336,0.9631476182262075,1.0,1.0,DistalPhalanxOutlineAgeGroup,HYDRA
0,0.2,random,global_mean,1,1,2,0.8565927753517941,,0.746012020541359,0.7706702523474156,0.6,DistalPhalanxOutlineAgeGroup,HYDRA
2,0.05,top,global_mean,2,2,1,0.15888827161578664,-0.35395334035889126,0.5128416119746779,1.0,1.0,DistalPhalanxOutlineAgeGroup,HYDRA
2,0.05,bottom,global_mean,2,2,2,0.15888827161578664,0.16112633472937143,-0.002238063113584793,-0.014085677974512328,0.0,DistalPhalanxOutlineAgeGroup,HYDRA
2,0.05,random,global_mean,2,2,2,0.15888827161578664,,0.22023129596782579,0.6485086418342456,0.0,DistalPhalanxOutlineAgeGroup,HYDRA
2,0.1,top,global_mean,2,2,0,0.15888827161578664,-0.13235857616814012,0.29124684778392673,1.0,1.0,DistalPhalanxOutlineAgeGroup,HYDRA
2,0.1,bottom,global_mean,2,2,2,0.15888827161578664,0.1286724249348794,0.030215846680907238,0.19016920635128082,0.0,DistalPhalanxOutlineAgeGroup,HYDRA
2,0.1,random,global_mean,2,2,2,0.15888827161578664,,0.054110977728706725,0.10486855636440118,0.2,DistalPhalanxOutlineAgeGroup,HYDRA
2,0.2,top,global_mean,2,2,0,0.15888827161578664,0.008826543787564645,0.150061727828222,0.9444421659323186,1.0,DistalPhalanxOutlineAgeGroup,HYDRA
2,0.2,bottom,global_mean,2,2,2,0.15888827161578664,0.6507503965946577,-0.49186212497887105,-1.0,0.0,DistalPhalanxOutlineAgeGroup,HYDRA
2,0.2,random,global_mean,2,2,2,0.15888827161578664,,-0.2625128451060312,-0.5796891058002988,0.2,DistalPhalanxOutlineAgeGroup,HYDRA
3,0.05,top,global_mean,1,1,1,0.22354619811009685,-0.18720072850624744,0.41074692661634427,1.0,0.0,DistalPhalanxOutlineAgeGroup,HYDRA
3,0.05,bottom,global_mean,1,1,2,0.22354619811009685,-0.13910075034111358,0.3626469484512104,1.0,1.0,DistalPhalanxOutlineAgeGroup,HYDRA
3,0.05,random,global_mean,1,1,1,0.22354619811009685,,-0.08981295285685605,-0.09220187645139225,0.2,DistalPhalanxOutlineAgeGroup,HYDRA
3,0.1,top,global_mean,1,1,0,0.22354619811009685,-0.3080973314462768,0.5316435295563737,1.0,1.0,DistalPhalanxOutlineAgeGroup,HYDRA
3,0.1,bottom,global_mean,1,1,2,0.22354619811009685,0.07570778921132254,0.1478384088987743,0.6613297332671734,1.0,DistalPhalanxOutlineAgeGroup,HYDRA
3,0.1,random,global_mean,1,1,1,0.22354619811009685,,-0.07355440594343933,-0.2038531513560855,0.0,DistalPhalanxOutlineAgeGroup,HYDRA
3,0.2,top,global_mean,1,1,0,0.22354619811009685,-0.29271079289955476,0.5162569910096516,1.0,1.0,DistalPhalanxOutlineAgeGroup,HYDRA
3,0.2,bottom,global_mean,1,1,2,0.22354619811009685,-0.3569225965080968,0.5804687946181937,1.0,1.0,DistalPhalanxOutlineAgeGroup,HYDRA
