cosine_similarity,confmat_precision,confmat_recall,confmat_f1,confmat_n_true_relevant,confmat_n_true_irrelevant,confmat_n_false_relevant,confmat_n_false_irrelevant,topk5_precision,topk5_recall,topk5_iou,topk5_window_size,topk10_precision,topk10_recall,topk10_iou,topk10_window_size,topk20_precision,topk20_recall,topk20_iou,topk20_window_size,sample,draw
-0.14277956642738415,0.17768595041322313,0.9347826086956522,0.29861111111111105,43,5,199,3,0.4166666666666667,0.05,0.04672897196261682,12,0.4,0.1,0.08695652173913043,25,0.44,0.22,0.171875,50,0,0
-0.12198762879759881,0.19166666666666668,0.9387755102040817,0.31833910034602075,46,7,194,3,0.5,0.06,0.05660377358490566,12,0.4,0.1,0.08695652173913043,25,0.4,0.2,0.15384615384615385,50,0,1
0.06276592040352583,0.21940928270042195,0.9122807017543859,0.3537414965986395,52,8,185,5,0.4166666666666667,0.05,0.04672897196261682,12,0.4,0.1,0.08695652173913043,25,0.4,0.2,0.15384615384615385,50,0,2
-0.006877620627321451,0.20869565217391303,0.8888888888888888,0.3380281690140845,48,14,182,6,0.25,0.03,0.027522935779816515,12,0.44,0.11,0.09649122807017543,25,0.42,0.21,0.16279069767441862,50,0,3
-0.034897891396066145,0.2,0.9038461538461539,0.3275261324041812,47,10,188,5,0.3333333333333333,0.04,0.037037037037037035,12,0.4,0.1,0.08695652173913043,25,0.36,0.18,0.13636363636363635,50,0,4
0.10011786308711719,0.23553719008264462,0.95,0.37748344370860926,57,5,185,3,0.4166666666666667,0.05,0.04672897196261682,12,0.36,0.09,0.07758620689655173,25,0.36,0.18,0.13636363636363635,50,0,5
0.04142447363973384,0.2175732217573222,0.9629629629629629,0.35494880546075086,52,9,187,2,0.3333333333333333,0.04,0.037037037037037035,12,0.48,0.12,0.10619469026548672,25,0.42,0.21,0.16279069767441862,50,0,6
0.07932753249120926,0.2170212765957447,0.864406779661017,0.3469387755102041,51,7,184,8,0.6666666666666666,0.08,0.07692307692307693,12,0.6,0.15,0.13636363636363635,25,0.48,0.24,0.19047619047619047,50,0,7
-0.0008645269579681611,0.17355371900826447,0.8936170212765957,0.29065743944636674,42,3,200,5,0.5,0.06,0.05660377358490566,12,0.52,0.13,0.11607142857142858,25,0.4,0.2,0.15384615384615385,50,0,8
0.03104699799127642,0.20851063829787234,0.8909090909090909,0.33793103448275863,49,9,186,6,0.4166666666666667,0.05,0.04672897196261682,12,0.48,0.12,0.10619469026548672,25,0.5,0.25,0.2,50,0,9
-0.0016921896125062417,0.17721518987341772,0.8936170212765957,0.29577464788732394,42,8,195,5,0.5833333333333334,0.07,0.06666666666666667,12,0.52,0.13,0.11607142857142858,25,0.5,0.25,0.2,50,0,10
0.015030260406050079,0.19166666666666668,0.9387755102040817,0.31833910034602075,46,7,194,3,0.75,0.09,0.08737864077669903,12,0.56,0.14,0.12612612612612611,25,0.44,0.22,0.171875,50,0,11
0.055714981812115205,0.2033195020746888,0.9607843137254902,0.33561643835616434,49,7,192,2,0.25,0.03,0.027522935779816515,12,0.24,0.06,0.05042016806722689,25,0.34,0.17,0.12781954887218044,50,0,12
0.05161178221961081,0.20588235294117646,0.8596491228070176,0.33220338983050846,49,4,189,8,0.4166666666666667,0.05,0.04672897196261682,12,0.4,0.1,0.08695652173913043,25,0.34,0.17,0.12781954887218044,50,0,13
-0.028861147998421953,0.2074688796680498,0.9433962264150944,0.34013605442176875,50,6,191,3,0.4166666666666667,0.05,0.04672897196261682,12,0.44,0.11,0.09649122807017543,25,0.48,0.24,0.19047619047619047,50,0,14
-0.03191385599162486,0.225531914893617,0.8983050847457628,0.3605442176870748,53,9,182,6,0.5,0.06,0.05660377358490566,12,0.44,0.11,0.09649122807017543,25,0.38,0.19,0.1450381679389313,50,0,15
-0.00977283528503914,0.2094017094017094,0.875,0.3379310344827587,49,9,185,7,0.16666666666666666,0.02,0.01818181818181818,12,0.28,0.07,0.059322033898305086,25,0.38,0.19,0.1450381679389313,50,0,16
0.018938633328713678,0.2245762711864407,0.8983050847457628,0.3593220338983051,53,8,183,6,0.6666666666666666,0.08,0.07692307692307693,12,0.52,0.13,0.11607142857142858,25,0.5,0.25,0.2,50,0,17
0.007193543892439542,0.2109704641350211,0.9090909090909091,0.3424657534246575,50,8,187,5,0.3333333333333333,0.04,0.037037037037037035,12,0.4,0.1,0.08695652173913043,25,0.4,0.2,0.15384615384615385,50,0,18
-0.048249433915476585,0.1829787234042553,0.86,0.3017543859649123,43,8,192,7,0.25,0.03,0.027522935779816515,12,0.4,0.1,0.08695652173913043,25,0.38,0.19,0.1450381679389313,50,0,19
0.08130709330343996,0.1906779661016949,0.8035714285714286,0.3082191780821918,45,3,191,11,0.6666666666666666,0.08,0.07692307692307693,12,0.4,0.1,0.08695652173913043,25,0.34,0.17,0.12781954887218044,50,1,0
