cosine_similarity,confmat_precision,confmat_recall,confmat_f1,confmat_n_true_relevant,confmat_n_true_irrelevant,confmat_n_false_relevant,confmat_n_false_irrelevant,topk5_precision,topk5_recall,topk5_iou,topk5_window_size,topk10_precision,topk10_recall,topk10_iou,topk10_window_size,topk20_precision,topk20_recall,topk20_iou,topk20_window_size,sample,true_label,method,background
-0.12362708285712834,0.24336283185840707,0.859375,0.37931034482758613,55,15,171,9,0.75,0.09,0.08737864077669903,12,0.76,0.19,0.1792452830188679,25,0.64,0.32,0.2711864406779661,50,0,1,ehydra,n/a
0.7359855401554127,0.3627450980392157,0.74,0.48684210526315785,74,20,130,26,1.0,0.12,0.12,12,0.92,0.23,0.22549019607843138,25,0.72,0.36,0.3157894736842105,50,0,1,tshap_window,threshold
0.8056181360824891,0.42105263157894735,0.56,0.48068669527897,56,73,77,44,0.8333333333333334,0.1,0.09803921568627451,12,0.76,0.19,0.1792452830188679,25,0.82,0.41,0.3761467889908257,50,0,1,tshap_roi,threshold
0.8158155657795755,0.33755274261603374,0.898876404494382,0.49079754601226994,80,4,157,9,1.0,0.12,0.12,12,1.0,0.25,0.25,25,0.92,0.46,0.4423076923076923,50,0,1,tshap_window,centroid
0.7969224447591146,0.56875,0.9191919191919192,0.7027027027027026,91,82,69,8,0.8333333333333334,0.1,0.09803921568627451,12,0.56,0.14,0.12612612612612611,25,0.74,0.37,0.3274336283185841,50,0,1,tshap_roi,centroid
0.667955524027161,0.39655172413793105,0.9583333333333334,0.5609756097560975,92,14,140,4,0.75,0.09,0.08737864077669903,12,0.76,0.19,0.1792452830188679,25,0.72,0.36,0.3157894736842105,50,1,0,ehydra,n/a
0.7176513727376612,0.31092436974789917,0.925,0.46540880503144655,74,6,164,6,1.0,0.12,0.12,12,1.0,0.25,0.25,25,0.76,0.38,0.3392857142857143,50,1,0,tshap_window,threshold
0.6908306616293474,0.4306569343065693,0.59,0.49789029535864976,59,72,78,41,0.6666666666666666,0.08,0.07692307692307693,12,0.4,0.1,0.08695652173913043,25,0.7,0.35,0.30434782608695654,50,1,0,tshap_roi,threshold
0.8291382238162994,0.43891402714932126,0.97,0.6043613707165109,97,26,124,3,1.0,0.12,0.12,12,1.0,0.25,0.25,25,0.8,0.4,0.36363636363636365,50,1,0,tshap_window,centroid
0.7543642801303749,0.6737588652482269,0.9693877551020408,0.7949790794979079,95,106,46,3,0.16666666666666666,0.02,0.01818181818181818,12,0.6,0.15,0.13636363636363635,25,0.8,0.4,0.36363636363636365,50,1,0,tshap_roi,centroid
0.7011136044656507,0.4,0.9583333333333334,0.5644171779141104,92,16,138,4,1.0,0.12,0.12,12,0.96,0.24,0.2376237623762376,25,0.8,0.4,0.36363636363636365,50,2,0,ehydra,n/a
0.6940098679428564,0.2987012987012987,0.9583333333333334,0.4554455445544554,69,16,162,3,1.0,0.12,0.12,12,1.0,0.25,0.25,25,0.8,0.4,0.36363636363636365,50,2,0,tshap_window,threshold
0.6585035060702207,0.32903225806451614,0.5862068965517241,0.42148760330578516,51,59,104,36,0.6666666666666666,0.08,0.07692307692307693,12,0.36,0.09,0.07758620689655173,25,0.68,0.34,0.29310344827586204,50,2,0,tshap_roi,threshold
0.8355128072712442,0.4541284403669725,0.99,0.6226415094339622,99,31,119,1,1.0,0.12,0.12,12,1.0,0.25,0.25,25,0.78,0.39,0.35135135135135137,50,2,0,tshap_window,centroid
0.8767120501033052,0.8333333333333334,0.85,0.8415841584158417,85,133,17,15,1.0,0.12,0.12,12,1.0,0.25,0.25,25,1.0,0.5,0.5,50,2,0,tshap_roi,centroid
