cosine_similarity,confmat_precision,confmat_recall,confmat_f1,confmat_n_true_relevant,confmat_n_true_irrelevant,confmat_n_false_relevant,confmat_n_false_irrelevant,topk5_precision,topk5_recall,topk5_iou,topk5_window_size,topk10_precision,topk10_recall,topk10_iou,topk10_window_size,topk20_precision,topk20_recall,topk20_iou,topk20_window_size,sample,true_label
-0.4549090209199237,0.0831353919239905,0.5645161290322581,0.14492753623188406,35,52,386,27,0.8,0.1,0.0975609756097561,25,0.7,0.175,0.16279069767441862,50,0.62,0.31,0.2605042016806723,100,0,1
-0.3807208262814079,0.0924170616113744,0.582089552238806,0.15950920245398773,39,50,383,28,0.52,0.065,0.06132075471698113,25,0.58,0.145,0.13122171945701358,50,0.52,0.26,0.20967741935483872,100,1,1
0.8033777054065072,0.45707656612529,0.9899497487437185,0.6253968253968254,197,67,234,2,1.0,0.125,0.125,25,0.98,0.245,0.24378109452736318,50,0.94,0.47,0.4563106796116505,100,2,2
0.25637512445346056,0.2549889135254989,0.8582089552238806,0.3931623931623932,115,30,336,19,0.64,0.08,0.07655502392344497,25,0.56,0.14,0.12612612612612611,50,0.48,0.24,0.19047619047619047,100,3,1
-0.36417790536793326,0.12641083521444696,0.7272727272727273,0.2153846153846154,56,36,387,21,0.8,0.1,0.0975609756097561,25,0.66,0.165,0.15207373271889402,50,0.57,0.285,0.2345679012345679,100,4,1
-0.3678261073523377,0.04148471615720524,0.48717948717948717,0.07645875251509054,19,22,439,20,0.04,0.005,0.004464285714285714,25,0.18,0.045,0.03734439834024896,50,0.22,0.11,0.07913669064748201,100,5,0
0.6138489678400177,0.36830357142857145,0.9217877094972067,0.5263157894736842,165,38,283,14,0.88,0.11,0.10837438423645321,25,0.82,0.205,0.19617224880382775,50,0.76,0.38,0.3392857142857143,100,6,2
0.6794173496926377,0.3877551020408163,0.9344262295081968,0.548076923076923,171,47,270,12,0.92,0.115,0.11386138613861387,25,0.86,0.215,0.20772946859903382,50,0.8,0.4,0.36363636363636365,100,7,2
-0.37093003189310125,0.05818965517241379,0.5869565217391305,0.10588235294117647,27,17,437,19,0.16,0.02,0.01809954751131222,25,0.22,0.055,0.04602510460251046,50,0.26,0.13,0.0948905109489051,100,8,0
-0.5731497133904879,0.008438818565400843,0.23529411764705882,0.016293279022403257,4,13,470,13,0.56,0.07,0.06635071090047394,25,0.54,0.135,0.1210762331838565,50,0.51,0.255,0.20481927710843373,100,9,0
0.4585458091656547,0.3111111111111111,0.875,0.459016393442623,140,30,310,20,0.8,0.1,0.0975609756097561,25,0.68,0.17,0.1574074074074074,50,0.64,0.32,0.2711864406779661,100,10,1
0.7232141891535611,0.42592592592592593,0.9533678756476683,0.5888,184,59,248,9,0.88,0.11,0.10837438423645321,25,0.88,0.22,0.21359223300970873,50,0.82,0.41,0.3761467889908257,100,11,2
0.13342168795319082,0.22482435597189696,0.7868852459016393,0.3497267759562841,96,47,331,26,0.6,0.075,0.07142857142857142,25,0.48,0.12,0.10619469026548672,50,0.46,0.23,0.18110236220472442,100,12,1
-0.20123217976295696,0.15258215962441316,0.7386363636363636,0.2529182879377432,65,51,361,23,0.6,0.075,0.07142857142857142,25,0.56,0.14,0.12612612612612611,50,0.48,0.24,0.19047619047619047,100,13,1
0.362852830990989,0.3032258064516129,0.9096774193548387,0.45483870967741935,141,21,324,14,0.52,0.065,0.06132075471698113,25,0.56,0.14,0.12612612612612611,50,0.51,0.255,0.20481927710843373,100,14,1
-0.5565759828259002,0.01978021978021978,0.4090909090909091,0.03773584905660377,9,32,446,13,0.6,0.075,0.07142857142857142,25,0.6,0.15,0.13636363636363635,50,0.48,0.24,0.19047619047619047,100,15,0
-0.5321874908580102,0.016913319238900635,0.47058823529411764,0.03265306122448979,8,18,465,9,0.44,0.055,0.0514018691588785,25,0.42,0.105,0.09170305676855896,50,0.42,0.21,0.16279069767441862,100,16,0
0.35010779774016576,0.3091334894613583,0.8148148148148148,0.4482173174872666,132,43,295,30,0.48,0.06,0.056338028169014086,25,0.44,0.11,0.09649122807017543,50,0.44,0.22,0.171875,100,17,1
-0.2806463026268907,0.125,0.6341463414634146,0.20883534136546184,52,54,364,30,0.28,0.035,0.03211009174311927,25,0.4,0.1,0.08695652173913043,50,0.41,0.205,0.1583011583011583,100,18,1
0.6886957603963997,0.4142538975501114,0.9441624365482234,0.5758513931888545,186,40,263,11,0.96,0.12,0.11940298507462686,25,0.84,0.21,0.20192307692307693,50,0.74,0.37,0.3274336283185841,100,19,2
0.7959380810142935,0.43458980044345896,0.98,0.6021505376344085,196,45,255,4,1.0,0.125,0.125,25,0.98,0.245,0.24378109452736318,50,0.91,0.455,0.4354066985645933,100,20,2
0.7244791386034499,0.4189189189189189,0.9441624365482234,0.5803432137285491,186,45,258,11,0.96,0.12,0.11940298507462686,25,0.92,0.23,0.22549019607843138,50,0.8,0.4,0.36363636363636365,100,21,2
-0.45715657157180106,0.02197802197802198,0.38461538461538464,0.04158004158004158,10,29,445,16,0.12,0.015,0.013513513513513514,25,0.2,0.05,0.041666666666666664,50,0.29,0.145,0.1070110701107011,100,22,0
-0.14396506275291043,0.13870246085011187,0.6391752577319587,0.22794117647058826,62,18,385,35,0.04,0.005,0.004464285714285714,25,0.1,0.025,0.02040816326530612,50,0.16,0.08,0.056338028169014086,100,23,0
-0.34407157954010326,0.06208425720620843,0.509090909090909,0.11067193675889328,28,22,423,27,0.16,0.02,0.01809954751131222,25,0.14,0.035,0.02880658436213992,50,0.28,0.14,0.10294117647058823,100,24,0
-0.395371787584629,0.05555555555555555,0.7222222222222222,0.10317460317460317,26,22,442,10,0.24,0.03,0.0273972602739726,25,0.22,0.055,0.04602510460251046,50,0.24,0.12,0.08695652173913043,100,25,0
0.4384703120098175,0.32222222222222224,0.8430232558139535,0.4662379421221865,145,23,305,27,0.68,0.085,0.08173076923076923,25,0.52,0.13,0.11607142857142858,50,0.47,0.235,0.1857707509881423,100,26,2
-0.32070307185177416,0.0625,0.49122807017543857,0.11089108910891089,28,23,420,29,0.08,0.01,0.008968609865470852,25,0.12,0.03,0.02459016393442623,50,0.19,0.095,0.06761565836298933,100,27,0
-0.2345183039101754,0.09429824561403509,0.6323529411764706,0.16412213740458015,43,19,413,25,0.04,0.005,0.004464285714285714,25,0.1,0.025,0.02040816326530612,50,0.18,0.09,0.06382978723404255,100,28,0
