cosine_similarity,confmat_precision,confmat_recall,confmat_f1,confmat_n_true_relevant,confmat_n_true_irrelevant,confmat_n_false_relevant,confmat_n_false_irrelevant,topk5_precision,topk5_recall,topk5_iou,topk5_window_size,topk10_precision,topk10_recall,topk10_iou,topk10_window_size,topk20_precision,topk20_recall,topk20_iou,topk20_window_size,sample,true_label
-0.12362708285712834,0.24336283185840707,0.859375,0.37931034482758613,55,15,171,9,0.75,0.09,0.08737864077669903,12,0.76,0.19,0.1792452830188679,25,0.64,0.32,0.2711864406779661,50,0,1
0.667955524027161,0.39655172413793105,0.9583333333333334,0.5609756097560975,92,14,140,4,0.75,0.09,0.08737864077669903,12,0.76,0.19,0.1792452830188679,25,0.72,0.36,0.3157894736842105,50,1,0
0.7011136044656507,0.4,0.9583333333333334,0.5644171779141104,92,16,138,4,1.0,0.12,0.12,12,0.96,0.24,0.2376237623762376,25,0.8,0.4,0.36363636363636365,50,2,0
0.8026501518561214,0.4439461883408072,1.0,0.6149068322981367,99,27,124,0,0.9166666666666666,0.11,0.10891089108910891,12,0.92,0.23,0.22549019607843138,25,0.92,0.46,0.4423076923076923,50,3,0
-0.19831556959304925,0.22268907563025211,0.8833333333333333,0.35570469798657717,53,5,185,7,0.3333333333333333,0.04,0.037037037037037035,12,0.4,0.1,0.08695652173913043,25,0.44,0.22,0.171875,50,4,1
0.8271190986248164,0.4329004329004329,1.0,0.6042296072507553,100,19,131,0,1.0,0.12,0.12,12,0.96,0.24,0.2376237623762376,25,0.94,0.47,0.4563106796116505,50,5,0
-0.30769618954556466,0.08968609865470852,0.6666666666666666,0.15810276679841898,20,17,203,10,0.25,0.03,0.027522935779816515,12,0.36,0.09,0.07758620689655173,25,0.32,0.16,0.11940298507462686,50,6,1
-0.28721721488182334,0.041666666666666664,0.5294117647058824,0.07725321888412016,9,26,207,8,0.9166666666666666,0.11,0.10891089108910891,12,0.68,0.17,0.1574074074074074,25,0.54,0.27,0.21951219512195122,50,7,1
-0.37057592529365846,0.2168141592920354,1.0,0.3563636363636364,49,24,177,0,0.8333333333333334,0.1,0.09803921568627451,12,0.76,0.19,0.1792452830188679,25,0.72,0.36,0.3157894736842105,50,8,1
-0.26027728689378254,0.06866952789699571,0.8,0.12648221343873517,16,13,217,4,0.9166666666666666,0.11,0.10891089108910891,12,0.8,0.2,0.19047619047619047,25,0.74,0.37,0.3274336283185841,50,9,1
0.5133762355006144,0.2222222222222222,0.9803921568627451,0.36231884057971014,50,24,175,1,1.0,0.12,0.12,12,0.96,0.24,0.2376237623762376,25,0.92,0.46,0.4423076923076923,50,10,0
0.4166350616820674,0.21929824561403508,0.9259259259259259,0.3546099290780142,50,18,178,4,0.9166666666666666,0.11,0.10891089108910891,12,0.92,0.23,0.22549019607843138,25,0.92,0.46,0.4423076923076923,50,11,0
0.389079629454078,0.24324324324324326,0.9818181818181818,0.3898916967509025,54,27,168,1,1.0,0.12,0.12,12,0.84,0.21,0.20192307692307693,25,0.76,0.38,0.3392857142857143,50,12,0
-0.5114631456817111,0.027522935779816515,0.42857142857142855,0.05172413793103448,6,24,212,8,0.8333333333333334,0.1,0.09803921568627451,12,0.8,0.2,0.19047619047619047,25,0.7,0.35,0.30434782608695654,50,13,1
-0.44030130846177296,0.03587443946188341,0.6666666666666666,0.06808510638297872,8,23,215,4,0.9166666666666666,0.11,0.10891089108910891,12,0.84,0.21,0.20192307692307693,25,0.74,0.37,0.3274336283185841,50,14,1
-0.36841150954007357,0.21888412017167383,0.9807692307692307,0.3578947368421052,51,16,182,1,0.5833333333333334,0.07,0.06666666666666667,12,0.68,0.17,0.1574074074074074,25,0.74,0.37,0.3274336283185841,50,15,1
-0.08942854000305271,0.18859649122807018,0.8958333333333334,0.3115942028985507,43,17,185,5,0.75,0.09,0.08737864077669903,12,0.64,0.16,0.14678899082568808,25,0.66,0.33,0.28205128205128205,50,16,1
0.2517965072427235,0.22666666666666666,0.9807692307692307,0.3682310469314079,51,24,174,1,0.8333333333333334,0.1,0.09803921568627451,12,0.84,0.21,0.20192307692307693,25,0.86,0.43,0.40186915887850466,50,17,0
-0.07627203380770646,0.2398190045248869,0.8688524590163934,0.3758865248226951,53,21,168,8,0.75,0.09,0.08737864077669903,12,0.64,0.16,0.14678899082568808,25,0.48,0.24,0.19047619047619047,50,18,1
0.8149895278119429,0.44594594594594594,0.99,0.6149068322981367,99,27,123,1,1.0,0.12,0.12,12,0.96,0.24,0.2376237623762376,25,0.88,0.44,0.41509433962264153,50,19,0
-0.38402388350679745,0.06666666666666667,0.6,0.12000000000000001,15,15,210,10,0.4166666666666667,0.05,0.04672897196261682,12,0.44,0.11,0.09649122807017543,25,0.44,0.22,0.171875,50,20,1
0.26622630483477705,0.2324561403508772,1.0,0.37722419928825623,53,22,175,0,0.75,0.09,0.08737864077669903,12,0.72,0.18,0.16822429906542055,25,0.68,0.34,0.29310344827586204,50,21,0
0.7629344358982074,0.41333333333333333,0.9393939393939394,0.5740740740740741,93,19,132,6,0.9166666666666666,0.11,0.10891089108910891,12,0.88,0.22,0.21359223300970873,25,0.78,0.39,0.35135135135135137,50,22,0
0.663802320287538,0.43946188340807174,0.98989898989899,0.608695652173913,98,26,125,1,1.0,0.12,0.12,12,1.0,0.25,0.25,25,0.92,0.46,0.4423076923076923,50,23,0
0.5124243996236839,0.2577777777777778,0.8529411764705882,0.39590443686006827,58,15,167,10,1.0,0.12,0.12,12,1.0,0.25,0.25,25,0.8,0.4,0.36363636363636365,50,24,0
0.6209670599229247,0.4192139737991266,0.96,0.5835866261398175,96,17,133,4,0.9166666666666666,0.11,0.10891089108910891,12,0.92,0.23,0.22549019607843138,25,0.9,0.45,0.42857142857142855,50,25,0
-0.058800552558442395,0.26406926406926406,0.8840579710144928,0.4066666666666667,61,11,170,8,0.6666666666666666,0.08,0.07692307692307693,12,0.68,0.17,0.1574074074074074,25,0.52,0.26,0.20967741935483872,50,26,1
-0.6247956342742412,0.004366812227074236,0.5,0.008658008658008658,1,20,228,1,0.8333333333333334,0.1,0.09803921568627451,12,0.84,0.21,0.20192307692307693,25,0.68,0.34,0.29310344827586204,50,27,1
0.5352680270910994,0.21739130434782608,0.9803921568627451,0.35587188612099646,50,19,180,1,0.9166666666666666,0.11,0.10891089108910891,12,0.92,0.23,0.22549019607843138,25,0.82,0.41,0.3761467889908257,50,28,0
0.25824575233003527,0.23008849557522124,0.9629629629629629,0.37142857142857144,52,22,174,2,0.8333333333333334,0.1,0.09803921568627451,12,0.76,0.19,0.1792452830188679,25,0.8,0.4,0.36363636363636365,50,29,0
0.04140553010421984,0.2412280701754386,0.9016393442622951,0.38062283737024216,55,16,173,6,0.5,0.06,0.05660377358490566,12,0.56,0.14,0.12612612612612611,25,0.58,0.29,0.2396694214876033,50,30,1
0.41742636867064886,0.2692307692307692,0.8615384615384616,0.41025641025641024,56,33,152,9,1.0,0.12,0.12,12,0.92,0.23,0.22549019607843138,25,0.84,0.42,0.3888888888888889,50,31,1
-0.32816993669728173,0.168141592920354,0.8444444444444444,0.2804428044280443,38,17,188,7,0.6666666666666666,0.08,0.07692307692307693,12,0.76,0.19,0.1792452830188679,25,0.64,0.32,0.2711864406779661,50,32,1
0.15829802317864167,0.27876106194690264,0.84,0.41860465116279066,63,12,163,12,0.5,0.06,0.05660377358490566,12,0.4,0.1,0.08695652173913043,25,0.46,0.23,0.18110236220472442,50,33,1
-0.4602919417683691,0.18777292576419213,0.8958333333333334,0.31046931407942235,43,16,186,5,0.8333333333333334,0.1,0.09803921568627451,12,0.72,0.18,0.16822429906542055,25,0.64,0.32,0.2711864406779661,50,34,1
0.40976085282621977,0.24413145539906103,0.9285714285714286,0.38661710037174724,52,33,161,4,0.8333333333333334,0.1,0.09803921568627451,12,0.88,0.22,0.21359223300970873,25,0.8,0.4,0.36363636363636365,50,35,0
0.4447394124520981,0.21645021645021645,0.9615384615384616,0.3533568904593639,50,17,181,2,0.8333333333333334,0.1,0.09803921568627451,12,0.92,0.23,0.22549019607843138,25,0.86,0.43,0.40186915887850466,50,36,0
0.4584757017867237,0.21551724137931033,1.0,0.3546099290780142,50,18,182,0,0.9166666666666666,0.11,0.10891089108910891,12,0.88,0.22,0.21359223300970873,25,0.76,0.38,0.3392857142857143,50,37,0
-0.04259858054798897,0.21621621621621623,0.8275862068965517,0.3428571428571429,48,18,174,10,0.3333333333333333,0.04,0.037037037037037035,12,0.32,0.08,0.06837606837606838,25,0.3,0.15,0.1111111111111111,50,38,1
0.6301034384021169,0.22123893805309736,0.9615384615384616,0.3597122302158274,50,22,176,2,0.9166666666666666,0.11,0.10891089108910891,12,0.96,0.24,0.2376237623762376,25,0.9,0.45,0.42857142857142855,50,39,0
0.7892073538684858,0.42731277533039647,0.9797979797979798,0.5950920245398773,97,21,130,2,1.0,0.12,0.12,12,0.96,0.24,0.2376237623762376,25,0.82,0.41,0.3761467889908257,50,40,0
0.49833721302646466,0.3920704845814978,0.967391304347826,0.5579937304075235,89,20,138,3,0.75,0.09,0.08737864077669903,12,0.6,0.15,0.13636363636363635,25,0.5,0.25,0.2,50,41,0
0.8070397590579963,0.4366812227074236,1.0,0.60790273556231,100,21,129,0,1.0,0.12,0.12,12,1.0,0.25,0.25,25,0.94,0.47,0.4563106796116505,50,42,0
-0.16155017945538527,0.2317596566523605,0.8852459016393442,0.3673469387755102,54,10,179,7,0.75,0.09,0.08737864077669903,12,0.68,0.17,0.1574074074074074,25,0.6,0.3,0.25,50,43,1
0.000985061883071575,0.23214285714285715,0.9122807017543859,0.3701067615658363,52,21,172,5,0.8333333333333334,0.1,0.09803921568627451,12,0.72,0.18,0.16822429906542055,25,0.52,0.26,0.20967741935483872,50,44,1
-0.15099326699971577,0.17105263157894737,0.8478260869565217,0.2846715328467153,39,15,189,7,0.6666666666666666,0.08,0.07692307692307693,12,0.72,0.18,0.16822429906542055,25,0.56,0.28,0.22950819672131148,50,45,1
0.8264340021890749,0.4444444444444444,1.0,0.6153846153846153,100,25,125,0,0.9166666666666666,0.11,0.10891089108910891,12,0.92,0.23,0.22549019607843138,25,0.9,0.45,0.42857142857142855,50,46,0
