cosine_similarity,confmat_precision,confmat_recall,confmat_f1,confmat_n_true_relevant,confmat_n_true_irrelevant,confmat_n_false_relevant,confmat_n_false_irrelevant,topk5_precision,topk5_recall,topk5_iou,topk5_window_size,topk10_precision,topk10_recall,topk10_iou,topk10_window_size,topk20_precision,topk20_recall,topk20_iou,topk20_window_size,sample,true_label,method,background
0.3419528397176578,0.1675,0.5877192982456141,0.2607003891050584,67,53,333,47,0.88,0.11,0.10837438423645321,25,0.82,0.205,0.19617224880382775,50,0.6,0.3,0.25,100,0,1,ehydra,n/a
0.5701713606686473,0.28725701943844495,0.8986486486486487,0.4353518821603928,133,22,330,15,1.0,0.125,0.125,25,0.8,0.2,0.19047619047619047,50,0.59,0.295,0.24481327800829875,100,0,1,tshap_window,threshold
0.38125965140654183,0.5,0.5426829268292683,0.52046783625731,89,247,89,75,0.0,0.0,0.0,25,0.46,0.115,0.1013215859030837,50,0.66,0.33,0.28205128205128205,100,0,1,tshap_roi,threshold
0.25919754674019674,0.15178571428571427,0.7472527472527473,0.25231910946196656,68,29,380,23,0.32,0.04,0.03686635944700461,25,0.32,0.08,0.06837606837606838,50,0.32,0.16,0.11940298507462686,100,0,1,tshap_window,centroid
0.17989375890560197,0.20673076923076922,0.35833333333333334,0.2621951219512195,43,215,165,77,1.0,0.125,0.125,25,0.78,0.195,0.1848341232227488,50,0.7,0.35,0.30434782608695654,100,0,1,tshap_roi,centroid
-0.21859121716214822,0.12128146453089245,0.7571428571428571,0.20907297830374755,53,46,384,17,0.28,0.035,0.03211009174311927,25,0.56,0.14,0.12612612612612611,50,0.46,0.23,0.18110236220472442,100,1,0,ehydra,n/a
0.025275786518794842,0.19831223628691982,0.8623853211009175,0.32246998284734135,94,11,380,15,0.56,0.07,0.06635071090047394,25,0.36,0.09,0.07758620689655173,50,0.22,0.11,0.07913669064748201,100,1,0,tshap_window,threshold
-0.013744097703739546,0.22530864197530864,0.6576576576576577,0.335632183908046,73,138,251,38,0.76,0.095,0.09223300970873786,25,0.56,0.14,0.12612612612612611,50,0.32,0.16,0.11940298507462686,100,1,0,tshap_roi,threshold
-0.00803732475380947,0.17763157894736842,0.9418604651162791,0.2988929889298893,81,39,375,5,0.0,0.0,0.0,25,0.0,0.0,0.0,50,0.2,0.1,0.07142857142857142,100,1,0,tshap_window,centroid
-0.18356537986656568,0.07058823529411765,0.20224719101123595,0.10465116279069765,18,174,237,71,0.88,0.11,0.10837438423645321,25,0.44,0.11,0.09649122807017543,50,0.42,0.21,0.16279069767441862,100,1,0,tshap_roi,centroid
-0.5171150624918559,0.05515587529976019,0.3333333333333333,0.09465020576131687,23,37,394,46,0.84,0.105,0.10294117647058823,25,0.74,0.185,0.17370892018779344,50,0.63,0.315,0.26582278481012656,100,2,0,ehydra,n/a
