method_a,method_b,fraction,mean_iou,median_iou,mean_overlap_fraction,median_overlap_fraction,mean_centre_distance,mean_score_drop_a,mean_score_drop_b,flip_rate_a,flip_rate_b,n_samples,n_datasets
feature_ablation,mrsqm,0.05,0.035526315789473684,0.0,0.035526315789473684,0.0,0.4584067155131654,0.2483304779552016,0.08322961460591372,0.2118421052631579,0.05921052631578947,760,38
feature_ablation,mrsqm,0.1,0.0730059424410223,0.0,0.08366786085711314,0.0,0.42341094291866826,0.29533391709313167,0.12062062784449759,0.28157894736842104,0.10789473684210527,760,38
feature_ablation,mrsqm,0.2,0.1463737275630965,0.0,0.17176266972116,0.0,0.37547936990029507,0.38148812524490805,0.21378057270417622,0.3868421052631579,0.24210526315789474,760,38
feature_ablation,tshap_centroid,0.05,0.10556968935054223,0.0,0.13137922992190632,0.0,0.25724928158243654,0.2483304779552016,0.2692303467961907,0.2118421052631579,0.16842105263157894,760,38
feature_ablation,tshap_centroid,0.1,0.16114861281427123,0.0,0.1997502348525242,0.0,0.2562385724199454,0.29533391709313167,0.373135924214897,0.28157894736842104,0.2513157894736842,760,38
feature_ablation,tshap_centroid,0.2,0.27132910589422243,0.032030092328735896,0.32796050832365536,0.062071917808219176,0.23664442500478752,0.38148812524490805,0.4756113143865325,0.3868421052631579,0.3868421052631579,760,38
feature_ablation,tshap_train,0.05,0.10927858523998675,0.0,0.13622692274353423,0.0,0.2611860855369786,0.2483304779552016,0.2866684067711155,0.2118421052631579,0.18157894736842106,760,38
feature_ablation,tshap_train,0.1,0.1725028715565787,0.0,0.21076315437983179,0.0,0.25623818750531135,0.29533391709313167,0.41297176380845063,0.28157894736842104,0.3,760,38
feature_ablation,tshap_train,0.2,0.25724029154501693,0.008904945255185308,0.3155353712664283,0.01765255292652553,0.2458141793846503,0.38148812524490805,0.536691517215115,0.3868421052631579,0.41578947368421054,760,38
feature_ablation,tshap_zero,0.05,0.05913319752478871,0.0,0.07330511853909391,0.0,0.32370915108316645,0.2483304779552016,0.19613364504906897,0.2118421052631579,0.14868421052631578,760,38
