cluster,cluster_name,method_a,method_b,fraction,mean_iou,median_iou,mean_overlap_fraction,mean_score_drop_a,mean_score_drop_b,n_samples,n_datasets
0,High-frequency / high-curvature,feature_ablation,mrsqm,0.05,0.03125,0.0,0.03125,0.17843565208265705,0.021384101186560513,160,8
0,High-frequency / high-curvature,feature_ablation,mrsqm,0.1,0.11025641025641027,0.0,0.11856617647058823,0.21420493978717198,0.05818628259499461,160,8
0,High-frequency / high-curvature,feature_ablation,mrsqm,0.2,0.1781135531135531,0.0,0.20232843137254902,0.2212839451808053,0.11505569150804262,160,8
0,High-frequency / high-curvature,hydra,feature_ablation,0.05,0.19925807963834985,0.0,0.24397610057370334,0.1292563869469176,0.17843565208265705,160,8
0,High-frequency / high-curvature,hydra,feature_ablation,0.1,0.19125873119712736,0.0,0.23337094301190797,0.06673893176340269,0.21420493978717198,160,8
0,High-frequency / high-curvature,hydra,feature_ablation,0.2,0.28709210518328365,0.0404062870699881,0.341698343349897,0.1395077160847033,0.2212839451808053,160,8
0,High-frequency / high-curvature,hydra,mrsqm,0.05,0.017914324675887723,0.0,0.025620653319283454,0.1292563869469176,0.021384101186560513,160,8
0,High-frequency / high-curvature,hydra,mrsqm,0.1,0.14090851528508858,0.0,0.16665300161160354,0.06673893176340269,0.05818628259499461,160,8
0,High-frequency / high-curvature,hydra,mrsqm,0.2,0.2406510201486916,0.0,0.26819051895872503,0.1395077160847033,0.11505569150804262,160,8
0,High-frequency / high-curvature,hydra,shapley_sampling,0.05,0.142394010013477,0.0,0.17667054501814777,0.1292563869469176,0.10101565498012983,160,8
0,High-frequency / high-curvature,hydra,shapley_sampling,0.1,0.18454706611540633,0.0,0.2275574077804638,0.06673893176340269,0.1926620203709046,160,8
0,High-frequency / high-curvature,hydra,shapley_sampling,0.2,0.20583176965381772,0.0,0.24906482507386518,0.1395077160847033,0.25892847421955706,160,8
0,High-frequency / high-curvature,shapley_sampling,feature_ablation,0.05,0.3375,0.0,0.3375,0.10101565498012983,0.17843565208265705,160,8
0,High-frequency / high-curvature,shapley_sampling,feature_ablation,0.1,0.2857292598620764,0.0,0.30686274509803924,0.1926620203709046,0.21420493978717198,160,8
0,High-frequency / high-curvature,shapley_sampling,feature_ablation,0.2,0.33411572199730094,0.0,0.37239583333333337,0.25892847421955706,0.2212839451808053,160,8
0,High-frequency / high-curvature,shapley_sampling,mrsqm,0.05,0.08125,0.0,0.08125,0.10101565498012983,0.021384101186560513,160,8
0,High-frequency / high-curvature,shapley_sampling,mrsqm,0.1,0.13541666666666669,0.0,0.14375,0.1926620203709046,0.05818628259499461,160,8
0,High-frequency / high-curvature,shapley_sampling,mrsqm,0.2,0.19654761904761903,0.0,0.21982230392156862,0.25892847421955706,0.11505569150804262,160,8
1,Smooth / low-complexity,feature_ablation,mrsqm,0.05,0.057065217391304345,0.0,0.057065217391304345,0.32652506717230545,0.09042316785567511,736,37
1,Smooth / low-complexity,feature_ablation,mrsqm,0.1,0.10538946490808652,0.0,0.12077575401499427,0.33864176385941686,0.14912742042022895,736,37
1,Smooth / low-complexity,feature_ablation,mrsqm,0.2,0.215272116051811,0.0,0.23873125678443802,0.3679325048494061,0.2191801928714031,736,37
1,Smooth / low-complexity,hydra,feature_ablation,0.05,0.08048491503993467,0.0,0.09956142294881616,0.12969377624367934,0.32652506717230545,736,37
1,Smooth / low-complexity,hydra,feature_ablation,0.1,0.13091952564195206,0.0,0.1657959867580958,0.19212733180326327,0.33864176385941686,736,37
1,Smooth / low-complexity,hydra,feature_ablation,0.2,0.22704791547299624,0.00384373805232395,0.2835798225154988,0.31741569967657496,0.3679325048494061,736,37
1,Smooth / low-complexity,hydra,mrsqm,0.05,0.025657073961393804,0.0,0.029410074787527427,0.12969377624367934,0.09042316785567511,736,37
1,Smooth / low-complexity,hydra,mrsqm,0.1,0.05663675807735652,0.0,0.06777008845288547,0.19212733180326327,0.14912742042022895,736,37
1,Smooth / low-complexity,hydra,mrsqm,0.2,0.17313067155048606,0.0,0.2057337987972088,0.31741569967657496,0.2191801928714031,736,37
1,Smooth / low-complexity,hydra,shapley_sampling,0.05,0.1090564586861763,0.0,0.13157661534272314,0.12969377624367934,0.20332203399435478,736,37
1,Smooth / low-complexity,hydra,shapley_sampling,0.1,0.15803553394961228,0.0,0.19689132955427563,0.19212733180326327,0.28817128551832966,736,37
1,Smooth / low-complexity,hydra,shapley_sampling,0.2,0.2537831556258755,0.04036400389196035,0.3112251302733712,0.31741569967657496,0.34552396182209577,736,37
1,Smooth / low-complexity,shapley_sampling,feature_ablation,0.05,0.28538387732473725,0.0,0.28605333751393536,0.20332203399435478,0.32652506717230545,736,37
1,Smooth / low-complexity,shapley_sampling,feature_ablation,0.1,0.2953362657200491,0.0,0.32789467376333875,0.28817128551832966,0.33864176385941686,736,37
1,Smooth / low-complexity,shapley_sampling,feature_ablation,0.2,0.40248532759256234,0.32737358101135194,0.4527242562935489,0.34552396182209577,0.3679325048494061,736,37
1,Smooth / low-complexity,shapley_sampling,mrsqm,0.05,0.11141304347826086,0.0,0.11141304347826086,0.20332203399435478,0.09042316785567511,736,37
1,Smooth / low-complexity,shapley_sampling,mrsqm,0.1,0.13750635820523766,0.0,0.14790658683977873,0.28817128551832966,0.14912742042022895,736,37
1,Smooth / low-complexity,shapley_sampling,mrsqm,0.2,0.2696205037003017,0.0,0.298760096568338,0.34552396182209577,0.2191801928714031,736,37
2,Short / moderately rough,feature_ablation,mrsqm,0.05,0.07142857142857142,0.0,0.07142857142857142,0.35161151546891906,0.10360016336883335,840,42
2,Short / moderately rough,feature_ablation,mrsqm,0.1,0.08779551136693993,0.0,0.09479703486169004,0.4345605697505147,0.1609387263709704,840,42
2,Short / moderately rough,feature_ablation,mrsqm,0.2,0.1439318730767901,0.0,0.1708544921316963,0.530428107812195,0.2846996343609084,840,42
2,Short / moderately rough,hydra,feature_ablation,0.05,0.07279589141537574,0.0,0.09091024187452759,0.21812706838316456,0.35161151546891906,840,42
2,Short / moderately rough,hydra,feature_ablation,0.1,0.1282758197580008,0.0,0.1617003491641278,0.2959063477956989,0.4345605697505147,840,42
2,Short / moderately rough,hydra,feature_ablation,0.2,0.23534445333014378,0.0,0.28953044430665775,0.4468140336949582,0.530428107812195,840,42
2,Short / moderately rough,hydra,mrsqm,0.05,0.01977001362205444,0.0,0.022505857898715044,0.21812706838316456,0.10360016336883335,840,42
2,Short / moderately rough,hydra,mrsqm,0.1,0.03689378060353368,0.0,0.04311710709924996,0.2959063477956989,0.1609387263709704,840,42
2,Short / moderately rough,hydra,mrsqm,0.2,0.11034519191297562,0.0,0.13800862077895432,0.4468140336949582,0.2846996343609084,840,42
2,Short / moderately rough,hydra,shapley_sampling,0.05,0.07113244667950981,0.0,0.08865665154950869,0.21812706838316456,0.27863143852869554,840,42
2,Short / moderately rough,hydra,shapley_sampling,0.1,0.1248805694049187,0.0,0.15823613427097924,0.2959063477956989,0.3722057573819366,840,42
2,Short / moderately rough,hydra,shapley_sampling,0.2,0.218718225832382,0.0,0.27587411380155347,0.4468140336949582,0.50032808406926,840,42
2,Short / moderately rough,shapley_sampling,feature_ablation,0.05,0.35896958536000995,0.0,0.35999385865457295,0.27863143852869554,0.35161151546891906,840,42
2,Short / moderately rough,shapley_sampling,feature_ablation,0.1,0.38672331320889886,0.0,0.41133413931443485,0.3722057573819366,0.4345605697505147,840,42
2,Short / moderately rough,shapley_sampling,feature_ablation,0.2,0.40095204940459866,0.3333333333333333,0.44980997807034123,0.50032808406926,0.530428107812195,840,42
2,Short / moderately rough,shapley_sampling,mrsqm,0.05,0.06547619047619048,0.0,0.06547619047619048,0.27863143852869554,0.10360016336883335,840,42
2,Short / moderately rough,shapley_sampling,mrsqm,0.1,0.08424145227328457,0.0,0.09259020628587421,0.3722057573819366,0.1609387263709704,840,42
2,Short / moderately rough,shapley_sampling,mrsqm,0.2,0.16318476569766413,0.0,0.1868474175023192,0.50032808406926,0.2846996343609084,840,42
3,Spiky / multi-class,feature_ablation,mrsqm,0.05,0.06341463414634146,0.0,0.06341463414634146,0.31790833034691446,0.12193840034728191,820,41
3,Spiky / multi-class,feature_ablation,mrsqm,0.1,0.11535942577596182,0.0,0.12462513562670287,0.43285370634694204,0.1825851646845067,820,41
3,Spiky / multi-class,feature_ablation,mrsqm,0.2,0.20691372076872025,0.0,0.23572562101895236,0.48285986117581325,0.2836863827937185,820,41
3,Spiky / multi-class,hydra,feature_ablation,0.05,0.09942467299957575,0.0,0.12443338720481648,0.14333877001197837,0.31790833034691446,820,41
3,Spiky / multi-class,hydra,feature_ablation,0.1,0.18141132210604996,0.0,0.2246146184358963,0.2202584891729428,0.43285370634694204,820,41
3,Spiky / multi-class,hydra,feature_ablation,0.2,0.28176848385996073,0.0830937320299022,0.3432543235359925,0.3680931695232471,0.48285986117581325,820,41
3,Spiky / multi-class,hydra,mrsqm,0.05,0.0705071244297149,0.0,0.08003304588722136,0.14333877001197837,0.12193840034728191,820,41
3,Spiky / multi-class,hydra,mrsqm,0.1,0.11966844855601226,0.0,0.13495116748719083,0.2202584891729428,0.1825851646845067,820,41
3,Spiky / multi-class,hydra,mrsqm,0.2,0.21572299301727188,0.0,0.2469702341335378,0.3680931695232471,0.2836863827937185,820,41
3,Spiky / multi-class,hydra,shapley_sampling,0.05,0.12446735915818122,0.0,0.1526949024067687,0.14333877001197837,0.19167641905556668,820,41
3,Spiky / multi-class,hydra,shapley_sampling,0.1,0.20060640924628204,0.0,0.24304722519566685,0.2202584891729428,0.2567894892862044,820,41
3,Spiky / multi-class,hydra,shapley_sampling,0.2,0.2904476334454507,0.09345663444024095,0.34997224862276677,0.3680931695232471,0.2977224098018408,820,41
3,Spiky / multi-class,shapley_sampling,feature_ablation,0.05,0.37283770479613776,0.0,0.3741613061735013,0.19167641905556668,0.31790833034691446,820,41
3,Spiky / multi-class,shapley_sampling,feature_ablation,0.1,0.4009762830489242,0.2967032967032967,0.4265768641877225,0.2567894892862044,0.43285370634694204,820,41
3,Spiky / multi-class,shapley_sampling,feature_ablation,0.2,0.4240901655360967,0.3333333333333333,0.4734054345320545,0.2977224098018408,0.48285986117581325,820,41
3,Spiky / multi-class,shapley_sampling,mrsqm,0.05,0.0975609756097561,0.0,0.0975609756097561,0.19167641905556668,0.12193840034728191,820,41
3,Spiky / multi-class,shapley_sampling,mrsqm,0.1,0.13763449686642681,0.0,0.14654093839410431,0.2567894892862044,0.1825851646845067,820,41
3,Spiky / multi-class,shapley_sampling,mrsqm,0.2,0.19059061896517898,0.0,0.21450668749155144,0.2977224098018408,0.2836863827937185,820,41
