true_label,pred_before,fraction,hydra_start,shap_start,window_length,iou,overlap_fraction,normalised_centre_distance,score_before,hydra_score_drop,shap_score_drop,hydra_flipped,shap_flipped,hydra_explain_time_s,windowshap_explain_time_s,windowshap_over_hydra_time_ratio,hydra_over_windowshap_time_ratio,dataset,sample_idx,cluster,cluster_name,shap_minus_hydra_score_drop,shap_minus_hydra_flip
0,0,0.05,498,1044,75,0.0,0.0,0.364,0.4341813372171754,0.0338541280747739,-0.1023236437167705,0,0,1.119366869001169,1.285484488000293,1.1484031943408808,0.8707743107366956,SemgHandSubjectCh2,0,0,High-frequency / high-curvature,-0.1361777717915444,0
0,0,0.1,451,256,150,0.0,0.0,0.13,0.4341813372171754,-0.200872423988915,-0.3054122727017754,0,0,1.119366869001169,1.285484488000293,1.1484031943408808,0.8707743107366956,SemgHandSubjectCh2,0,0,High-frequency / high-curvature,-0.1045398487128604,0
0,0,0.2,313,91,300,0.1494252873563218,0.26,0.148,0.4341813372171754,-0.7826654200431462,-0.7976287666218358,0,0,1.119366869001169,1.285484488000293,1.1484031943408808,0.8707743107366956,SemgHandSubjectCh2,0,0,High-frequency / high-curvature,-0.014963346578689585,0
0,0,0.05,494,1020,75,0.0,0.0,0.3506666666666667,0.2211189302067135,-0.079339892979057,-0.0256150691698947,0,0,1.0571769319994928,1.221524345999569,1.155458759102166,0.8654571114048559,SemgHandSubjectCh2,1,0,High-frequency / high-curvature,0.0537248238091623,0
0,0,0.1,495,1230,150,0.0,0.0,0.49,0.2211189302067135,-0.2481958680744194,-0.1680981936392924,0,0,1.0571769319994928,1.221524345999569,1.155458759102166,0.8654571114048559,SemgHandSubjectCh2,1,0,High-frequency / high-curvature,0.080097674435127,0
0,0,0.2,362,1080,300,0.0,0.0,0.4786666666666667,0.2211189302067135,-0.874226876306454,-0.5240831351338369,0,0,1.0571769319994928,1.221524345999569,1.155458759102166,0.8654571114048559,SemgHandSubjectCh2,1,0,High-frequency / high-curvature,0.35014374117261715,0
0,0,0.05,716,480,75,0.0,0.0,0.1573333333333333,0.726298688705467,0.1922354146667659,0.0331545494630705,0,0,1.069247384000846,1.2053636690015992,1.1273010222306472,0.8870745082988124,SemgHandSubjectCh2,2,0,High-frequency / high-curvature,-0.1590808652036954,0
0,0,0.1,646,495,150,0.0,0.0,0.1006666666666666,0.726298688705467,0.1027834143761898,-0.2195547528019164,0,0,1.069247384000846,1.2053636690015992,1.1273010222306472,0.8870745082988124,SemgHandSubjectCh2,2,0,High-frequency / high-curvature,-0.3223381671781062,0
0,0,0.2,491,345,300,0.3452914798206278,0.5133333333333333,0.0973333333333333,0.726298688705467,-0.3593659065906063,-0.7422067229313916,0,0,1.069247384000846,1.2053636690015992,1.1273010222306472,0.8870745082988124,SemgHandSubjectCh2,2,0,High-frequency / high-curvature,-0.38284081634078526,0
0,0,0.05,459,780,75,0.0,0.0,0.214,-0.0145505176326715,-0.0789867434891984,-0.0195557785362224,0,0,1.093451434000599,1.2745145810004033,1.1655886501857249,0.8579356017585279,SemgHandSubjectCh2,4,0,High-frequency / high-curvature,0.059430964952976006,0
