true_label,pred_before,fraction,hydra_start,shap_start,window_length,iou,overlap_fraction,normalised_centre_distance,score_before,hydra_score_drop,shap_score_drop,hydra_flipped,shap_flipped,hydra_explain_time_s,windowshap_explain_time_s,windowshap_over_hydra_time_ratio,hydra_over_windowshap_time_ratio,dataset,sample_idx
21,21,0.05,0,25,18,0.0,0.0,0.06944444444444445,-0.1443332557328314,0.06679445916970572,0.3470386820994707,0,0,0.21633768500032602,0.9474714450007014,4.37959500675656,0.22833161478567396,GestureMidAirD2,0
21,21,0.1,0,108,36,0.0,0.0,0.3,-0.1443332557328314,0.2833371304244937,0.7107627576585376,0,1,0.21633768500032602,0.9474714450007014,4.37959500675656,0.22833161478567396,GestureMidAirD2,0
21,21,0.2,0,72,72,0.0,0.0,0.2,-0.1443332557328314,0.3810453723003834,0.9118911910007386,0,1,0.21633768500032602,0.9474714450007014,4.37959500675656,0.22833161478567396,GestureMidAirD2,0
4,4,0.05,342,0,18,0.0,0.0,0.95,-0.15054337334748924,0.009321723978664598,0.1322120125578743,0,0,0.19044243799908145,0.9256756310005585,4.860658373870551,0.2057334465996832,GestureMidAirD2,3
4,4,0.1,324,4,36,0.0,0.0,0.8888888888888888,-0.15054337334748924,0.054155979862170245,0.2994672842399049,0,0,0.19044243799908145,0.9256756310005585,4.860658373870551,0.2057334465996832,GestureMidAirD2,3
4,4,0.2,288,0,72,0.0,0.0,0.8,-0.15054337334748924,0.08268392915417355,0.48971456812259806,0,1,0.19044243799908145,0.9256756310005585,4.860658373870551,0.2057334465996832,GestureMidAirD2,3
14,14,0.05,286,342,18,0.0,0.0,0.15555555555555556,0.38199380210545786,-0.022781673595237528,-0.03129853797227855,0,0,0.19130224699983955,0.9276299929988454,4.849028213451269,0.20622688835383277,GestureMidAirD2,4
14,14,0.1,276,324,36,0.0,0.0,0.13333333333333333,0.38199380210545786,-0.06231239982803349,-0.11998172726375644,0,0,0.19130224699983955,0.9276299929988454,4.849028213451269,0.20622688835383277,GestureMidAirD2,4
14,14,0.2,268,202,72,0.043478260869565216,0.08333333333333333,0.18333333333333332,0.38199380210545786,-0.161651565150855,0.586238389971806,0,0,0.19130224699983955,0.9276299929988454,4.849028213451269,0.20622688835383277,GestureMidAirD2,4
2,2,0.05,342,137,18,0.0,0.0,0.5694444444444444,-0.10462523398032186,0.001968359360302041,0.12901825281962964,0,0,0.19136880299993209,0.9355456170014804,4.888704963064499,0.2045531500786554,GestureMidAirD2,6
2,2,0.1,10,120,36,0.0,0.0,0.3055555555555556,-0.10462523398032186,0.30362634074031936,0.2968923406645082,0,0,0.19136880299993209,0.9355456170014804,4.888704963064499,0.2045531500786554,GestureMidAirD2,6
2,2,0.2,0,126,72,0.0,0.0,0.35,-0.10462523398032186,0.48808083206990316,0.2740595213709097,1,0,0.19136880299993209,0.9355456170014804,4.888704963064499,0.2045531500786554,GestureMidAirD2,6
1,1,0.05,22,61,18,0.0,0.0,0.10833333333333334,-0.2962742160344064,0.028227774796232508,0.404468468918457,0,1,0.19301714799985348,0.9462550429998373,4.902440289919503,0.20398004684651036,GestureMidAirD2,7
1,1,0.1,26,126,36,0.0,0.0,0.2777777777777778,-0.2962742160344064,0.440361336368129,-0.05349882343690826,1,0,0.19301714799985348,0.9462550429998373,4.902440289919503,0.20398004684651036,GestureMidAirD2,7
1,1,0.2,22,58,72,0.3333333333333333,0.5,0.1,-0.2962742160344064,0.5015477618033228,0.5459403765512504,1,1,0.19301714799985348,0.9462550429998373,4.902440289919503,0.20398004684651036,GestureMidAirD2,7
7,7,0.05,97,90,18,0.44,0.6111111111111112,0.019444444444444445,0.1736732061033872,0.44546262068352815,0.35291559672025963,0,0,0.19329867800115608,0.9419154370007163,4.872849864990194,0.20521871752804607,GestureMidAirD2,8
7,7,0.1,85,65,36,0.2857142857142857,0.4444444444444444,0.05555555555555555,0.1736732061033872,0.49122812393656634,0.4164100554804868,0,0,0.19329867800115608,0.9419154370007163,4.872849864990194,0.20521871752804607,GestureMidAirD2,8
7,7,0.2,62,36,72,0.46938775510204084,0.6388888888888888,0.07222222222222222,0.1736732061033872,0.7567974411120006,0.6116090212587034,1,1,0.19329867800115608,0.9419154370007163,4.872849864990194,0.20521871752804607,GestureMidAirD2,8
14,14,0.05,278,180,18,0.0,0.0,0.2722222222222222,0.16252017271361296,-0.0074522639482297315,0.17243198889134248,0,0,0.19606232499972975,0.9419964799999434,4.804576707948566,0.2081348807160527,GestureMidAirD2,9
14,14,0.1,267,245,36,0.2413793103448276,0.3888888888888889,0.06111111111111111,0.16252017271361296,0.07211568190170903,0.36560217950351737,0,0,0.19606232499972975,0.9419964799999434,4.804576707948566,0.2081348807160527,GestureMidAirD2,9
14,14,0.2,264,184,72,0.0,0.0,0.2222222222222222,0.16252017271361296,0.0491466325410268,0.3354893969383079,0,0,0.19606232499972975,0.9419964799999434,4.804576707948566,0.2081348807160527,GestureMidAirD2,9
2,2,0.05,342,32,18,0.0,0.0,0.8611111111111112,-0.3914975769496859,0.03608463612340501,0.19935889765792847,0,1,0.19351555700086465,0.9409794530001818,4.862551970413301,0.20565332896894536,GestureMidAirD2,10
2,2,0.1,14,31,36,0.3584905660377358,0.5277777777777778,0.04722222222222222,-0.3914975769496859,0.21590327040565416,0.14358571399245867,1,0,0.19351555700086465,0.9409794530001818,4.862551970413301,0.20565332896894536,GestureMidAirD2,10
2,2,0.2,5,0,72,0.8701298701298701,0.9305555555555556,0.013888888888888888,-0.3914975769496859,0.22402192706600454,0.2620703209728116,1,1,0.19351555700086465,0.9409794530001818,4.862551970413301,0.20565332896894536,GestureMidAirD2,10
3,3,0.05,170,83,18,0.0,0.0,0.24166666666666667,-0.41156652022329043,0.05545839710477107,0.21608787766114046,1,1,0.1931302009998035,0.9411145979993307,4.872954064808789,0.20521432927548833,GestureMidAirD2,11
3,3,0.1,63,65,36,0.8947368421052632,0.9444444444444444,0.005555555555555556,-0.41156652022329043,0.26757940070990316,0.2773470657271515,1,1,0.1931302009998035,0.9411145979993307,4.872954064808789,0.20521432927548833,GestureMidAirD2,11
3,3,0.2,31,34,72,0.92,0.9583333333333334,0.008333333333333333,-0.41156652022329043,0.28370953010950695,0.32333913494991395,1,1,0.1931302009998035,0.9411145979993307,4.872954064808789,0.20521432927548833,GestureMidAirD2,11
7,7,0.05,98,176,18,0.0,0.0,0.21666666666666667,-0.2985386787672606,0.29113111804323255,-0.001357344256973203,1,0,0.19280413700107601,0.9444565849989885,4.898528629568347,0.20414293262753047,GestureMidAirD2,12
7,7,0.1,84,173,36,0.0,0.0,0.24722222222222223,-0.2985386787672606,0.36569396650472097,-0.07469218838524028,1,0,0.19280413700107601,0.9444565849989885,4.898528629568347,0.20414293262753047,GestureMidAirD2,12
7,7,0.2,48,180,72,0.0,0.0,0.36666666666666664,-0.2985386787672606,0.3966604172061916,-0.15139983011400626,1,0,0.19280413700107601,0.9444565849989885,4.898528629568347,0.20414293262753047,GestureMidAirD2,12
11,11,0.05,10,86,18,0.0,0.0,0.2111111111111111,-0.18946379471874597,0.219174782215524,0.3274291120977081,0,1,0.19396061600127723,0.9528221260006831,4.912451536008778,0.20356434921950814,GestureMidAirD2,13
11,11,0.1,7,133,36,0.0,0.0,0.35,-0.18946379471874597,0.06643594383823281,0.2776482526621522,0,1,0.19396061600127723,0.9528221260006831,4.912451536008778,0.20356434921950814,GestureMidAirD2,13
11,11,0.2,5,86,72,0.0,0.0,0.225,-0.18946379471874597,0.4729994641643831,0.8573980982161326,1,1,0.19396061600127723,0.9528221260006831,4.912451536008778,0.20356434921950814,GestureMidAirD2,13
0,0,0.05,156,119,18,0.0,0.0,0.10277777777777777,-0.22252036635450767,-0.17614387638795503,0.2952927928657856,0,0,0.19908177400066052,0.9247920760008128,4.64528749878301,0.21527192886597088,GestureMidAirD2,16
